"id";"tabel";"niveau";"subniveau";"kenmerk_digitaal";"bij_ja";"bij_nee";"meervoudig";"ja_uitkomst";"nee_uitkomst";"opmerking";"opmerking_jan";"bij_ja_veldsleutel";"bij_nee_veldsleutel";"meervoudig_veldsleutel";"ja_uitkomst_veldsleutel";"nee_uitkomst_veldsleutel";"link_sql";"kenmerk";"verschil_tov_20190424";"verschil_tov_20190510"
315;;5;;"Is het heischraal grasland";210;0;;;"_O";"het voorkomen van houtige gewassen in lineair (bijv. houtkanten) of in patroonverband (mozaïeken) worden afzonderlijk uitgesleuteld";"wat met brem?";8,00;10,00;;;;"005";"Is de bedekking van bomen en struiken (kroonprojectie) in het grasland > 10%";;
316;"H";32;;"Bedekken moerassoorten (excl. 7140_oli) >=33%";0;33;;"_M";;;;;;;;;"032";;;
317;"H";33;;"Zijn soorten van heischrale/blauwgraslanden <= 20% aanwezig";34;40;;;;;;;;;;;"033";;"sleutel gewijzigd";
318;"H";39;;"Bedekken moerassoorten (excl. 7140_oli) >=33%";0;230;;"_M";;;;;;;;;"039";;;
319;"H";243;;"Soorten van het dwergbiezenverbond abundant aanwezig";0;245;;"4010 - ce";;;;;;;;;"243";;"nieuwe sleutel";"uitkomst gewijzigd"
320;"H";68;;"Typische heide- en/of heischrale soorten nemen minstens 20% van de vegetatie in of bedekken minstens 5%";0;0;;"4030 - ha+cg";"gh - ha+cg";;;;;;;;"068";;"nieuwe sleutel";"nieuwe sleutel"
321;"H";84;;"Typische heide- en/of heischrale soorten nemen minstens 20% van de vegetatie in of bedekken minstens 5%";0;0;;"4030 - cd";"gh - cd";;;;;;;;"084";;"nieuwe sleutel";"nieuwe sleutel"
322;"H";109;;"Typische heide- en/of heischrale soorten nemen minstens 20% van de vegetatie in of bedekken minstens 5%";110;0;;;"gh - cm";;;;;;;;"109";;"nieuwe sleutel";"nieuwe sleutel"
323;"H";262;;"Natte heide diff droge heide-groep aanwezig";0;263;;"4010/4030 - ce+cg";;;;;;;;;"262";;"nieuwe sleutel";"nieuwe sleutel"
324;"H";245;;"Natte heide diff droge heide-groep >= 5% van de kruidlaag (excl. Molinia) EN (aantal soorten natte heide diff droge-heide groep > droge heide diff natte-heide groep of (aantal soorten van beide diff-groepen gelijk en bedekking ce-diff > cg-diff))";0;246;;"4010 - ce";;;;;;;;;"245";;"nieuwe sleutel";"nieuwe sleutel"
325;;255;;"Ven- en moerassoorten (excl. 7140_oli) >= 20% En > heide_diff_moeras-groep";0;259;;"_M";;;;;;;;;"255";;"nieuwe sleutel";"nieuwe sleutel"
326;"H";241;;"Ven- en moerassoorten (excl. 7140_oli) >= 20% En > heide_diff_moeras-groep";242;243;;;;;;;;;;;"241";;"nieuwe sleutel";"nieuwe sleutel"
327;"H";242;;"Ven-soorten > moeras-soorten";0;0;;"_W";"_M";;;;;;;;"242";;"nieuwe sleutel";"nieuwe sleutel"
328;"H";107;;"Ven- en moerassoorten (excl. 7140_oli) >= 20% En > heide_diff_moeras-groep";0;109;;"_M";;;;;;;;;"107";;"nieuwe sleutel";"nieuwe sleutel"
329;"H";96;;"Natte heide diff droge heide-groep aanwezig";0;97;;"4010/4030 - cm+ce+cg";;;;;;;;;"096";;;
330;"H";97;;"Droge heide diff natte-heide groep aanwezig of struikheide dominant (en meer dan bedekking dopheide)";0;0;;"4030 - cm+cg";"4010/4030 - cm+ce+cg";;;;;;;;"097";;;
331;"H";99;;"Droge heide diff natte-heide groep afwezig en natte heide diff droge heide-groep aanwezig";0;0;;"4010 - cm+ce";"4010/4030 - cm+ce+cg";;;;;;;;"099";;;
332;"H";112;;"Natte heide diff droge heide-groep >= 5% van de kruidlaag (excl. Molinia) EN (aantal soorten natte heide diff droge-heide groep > droge heide diff natte-heide groep of (aantal soorten van beide diff-groepen gelijk en bedekking ce-diff > cg-diff))";0;113;;"4010 - cm";;;;;;;;;"112";;;
333;"H";113;;"Droge heide diff natte-heide groep afwezig en natte heide diff droge heide-groep aanwezig";0;0;;"4010 - cm";"4010/4030 - cm";;;;;;;;"113";;;
334;"H";115;;"Droge heide diff natte-heide groep aanwezig";0;0;;"4030 - cm";"4010/4030 - cm";;;;;;;;"115";;;
335;"H";246;;"Droge heide diff natte-heide groep afwezig en natte heide diff droge heide-groep aanwezig";0;0;;"4010 - ce";"4010/4030 - ce+cg";;;;;;;;"246";;;
336;"H";263;;"Droge heide diff natte-heide groep aanwezig of struikheide dominant (en meer dan bedekking dopheide)";0;0;;"4030 - cg";"4010/4030 - ce+cg";;;;;;;;"263";;;
337;"M";10;1;"(oever)vegetatie in (permanent) contact met een oppervlaktewater (kreek, poel, plas, waterloop) EN bestaat voor meer dan 70% uit waterplanten ( fonteinkruid, gele plomp, kroos, …) en/of aquatische mossen (waterveenmos, ven-/moerassikkelmos,…)";0;0;"ja";"_W";;;;;;;;;;;;
338;"M";10;2;"(oever)vegetatie in (permanent) contact met een oppervlaktewaterlichaam (kreek, poel, plas, waterloop) EN gedomineerd door pitrus EN met moerassleutelsoorten  hoogstens occasioneel aanwezig EN geen drijftil";700;0;"ja";;;;;;;;;;;;;
339;"M";10;3;"oevervegetatie in (permanent) contact met een oppervlaktewaterlichaam (kreek, poel, plas, waterloop) EN gedomineerd door geoord veenmos, fraai veenmos, ondergedoken veenmos of gewoon veenmos";0;0;"ja";"_W";;"3130,3160";;;;;;;;;;
340;"M";10;4;"oevervegetatie in (permanent) contact met een oppervlaktewaterlichaam (kreek, poel, plas, waterloop) met soorten als wijdbloeiende rus, naaldwaterbies, geel cypergras, glaskroos, eivormige waterbies, draadgentiaan, dwergbloem, koprus, priemkruid, dwergrus";0;0;"ja";"_W";;"3130_na";;;;;;;;;;
341;"M";10;5;"oevervegetatie in ecoregio kust en polders in (permanent) contact met een zilt of brak oppervlaktewaterlichaam (kreek, poel, plas, waterloop) met zilte soorten";0;0;"ja";"_W";;"rbbah";;;;;;;;;;
342;"M";10;6;"oevervegetatie in contact met Grensmaas met soorten van de 3270-groep";0;0;"ja";"_W";;"3270";;;;;;;;;;
343;"M";10;99;"anders";20;0;"ja";;;;;;;;;;;;;
344;"M";20;;"drijftillen of - zomen gedomineerd door sleutelsoorten van de rietklasse, met aanwezigheid kam- en/of moerasvaren, ingeval van moerasvaren ook met veenmossen";0;21;;"7140_mrd";;;;;;;;;;;;
345;"M";21;;"drijftillen of - zomen gedomineerd door sleutelsoorten van het snavelbiesverbond; doorgaans in complex met veenmosontwikkeling en/of overgangsveen";0;30;;"7150 - md + ces";;;;;;;;;;;;
346;"M";30;1;"In de ecoregio polders of Schelde-estuarium. Zeebies (co)-dominant of minimaal abundant en vaak in combinatie met veel riet; soms ook veel spiesmelde en/of zilte rus; eventuele overige zilte soorten hooguit occasioneel aanwezig";0;0;"ja";"rbbmz - mz";;;;;;;;;;;;
347;"M";30;2;"soorten zilte- en brakwaterzone  uitgezonderd zeebies, zilte schijnspurrie en zilte rus (bv. zulte,  melkkruid, kweldergrassen, klein schorrekruid) meer dan occasioneel aanwezig";0;0;"ja";"_Z";;;;;;;;;;;;
348;"M";30;99;"anders";33;0;"ja";;;;;;;;;;;;;
349;"M";33;;"galigaan (co)dominant";0;39;;"7210";;;;;;;;;;;;
350;"M";39;;"sleutelsoorten van basenrijke venen en/of alkalische duinpannen minimaal occasioneel EN/OF kalkmossen minimaal frequent EN/OF hun begeleiders (paddenrus, zeegroene zegge, gekleurd fonteinkruid, moeraszoutgras) minimaal frequent en meer dan de hc-groep";40;60;;;;;;;;;;;;;;
351;"M";40;1;"kustduinen; sleutelsoorten alkalische duinpan ≥ frequent aanwezig";0;0;"ja";"2190_mp";;;;;;;;;;;;
352;"M";40;2;"kustduinen; sleutelsoorten alkalische duinpan occasioneel aanwezig EN duinpan/7230  ≥ frequent aanwezig";0;0;"ja";"2190_mp";;;;;;;;;;;;
353;"M";40;3;"kustduinen; sleutelsoorten alkalische duinpan occasioneel aanwezig EN duinpan/7230 occasioneel aanwezig EN hun begeleiders ≥ abundant";0;0;"ja";"2190_mp";;;;;;;;;;;;
354;"M";40;4;"kustduinen; sleutelsoorten alkalische duinpan occasioneel aanwezig EN (duinpan/7230 occasioneel aanwezig EN/OF hun begeleiders ≥ frequent aanwezig) en deze bedekken alle meer dan de hc-groep";0;0;"ja";"2190_mp - mp_min";;;;;;;;;;;;
355;"M";40;99;"anders";44;0;"ja";;;;;;;;;;;;;
356;"M";44;;"soorten van matig zure, vochtig tot natte milieus (R ≤ 5, F ≥ 7) zijn abundant (bedekken meer dan 20% van de opp)";45;48;;;;;;;;;;;;;;
357;"M";45;1;"sleutelsoorten alkalisch en neutraal trilveen ≥ frequent aanwezig";0;0;"ja";"7140_base";;;;;;;;;;;;
358;"M";45;2;"sleutelsoorten alkalisch en neutraal trilveen occasioneel aanwezig EN begeleiders minimaal abundant aanwezig";0;0;"ja";"7140_base";;;;;;;;;;;;
359;"M";45;3;"sleutelsoorten alkalisch en neutraal trilveen occasioneel aanwezig EN begeleiders meer dan frequent aanwezig en beide samen bedekken meer dan de hc-groep";0;0;"ja";"7140_base - mk_min";;;;;;;;;;;;
360;"M";45;99;"anders";60;0;"ja";;;;;;;;;;;;;
365;"M";48;1;"sleutelsoorten alkalisch en neutraal trilveen ≥ frequent aanwezig";0;0;"ja";"7230";;;;;;;;;;;;
366;"M";48;2;"sleutelsoorten alkalisch en neutraal trilveen occasioneel aanwezig EN begeleiders minimaal abundant aanwezig";0;0;"ja";"7230";;;;;;;;;;;;
367;"M";48;3;"sleutelsoorten alkalisch en neutraal trilveen occasioneel aanwezig EN begeleiders meer dan frequent aanwezig en beide samen bedekken meer dan de hc-groep";0;0;"ja";"7230 - mk_min";;;;;;;;;;;;
368;"M";48;99;"anders";60;0;"ja";;;;;;;;;;;;;
369;"M";60;;"witte EN/OF bruine snavelbies EN/OF kleine EN/OF ronde zonnedauw EN/OF moeraswolfsklauw samen aspectbepalend (minimaal samen co-dominant met bv. open bodem, water of overige vegetatie); kan voorkomen in complex met overgangsveenvegetaties";0;65;;"7150 - ce";;;;;;;;;;;;
370;"M";65;;"sleutelsoorten van overgangsveen aanwezig (kleine veenbes, lavendelheide, éénarig wollegras, rood veenmos, hoogveenveenmos, stijf veenmos) en/of wrattig veenmos minimaal abundant aanwezig";0;70;;"7140_oli";;;;;;;;;;;;
371;"M";70;;"typische zure laagveensoorten aanwezig OF (typische en begeleidende soorten van zuurlaagveen aangevuld met soorten van snavelbiesverbond, overgangsveen, alkalische veen bedekken minstens 5% en bedekken meer dan de typische soorten van dottergrasland)";600;100;;;;;;;;;;;;;;
372;"M";100;;"sleutelsoorten van de rietklasse (tezamen met water- en moerasplanten) bedekken minimaal 30% van de vegetatielaag EN rietsleutelsoorten bedekken meer dan natte ruigtesleutelsoorten EN meer dan sleutelsoorten grote zeggen EN meer dan grote russen";300;105;;;;;;;;;;;;;;
373;"M";105;1;"dominantie van grote zeggen (tezamen met water- en moerasplanten) EN sleutelsoorten van grote zeggen bedekken meer dan sleutelsoorten van natte ruigten EN meer dan grote russen";210;0;"ja";;;;;;;;;;;;;
374;"M";105;2;"dominantie van sleutelsoorten en/of begeleiders van natte ruigtes, tezamen met water- en moerasplanten EN sleutelsoorten van grote zeggen bedekken meer dan sleutelsoorten van grote zeggen EN meer dan grote russen";400;0;"ja";;;;;;;;;;;;;
375;"M";105;3;"grote russen (pitrus, zeegroene rus, biezeknoppen) dominant aanwezig, tezamen met water- en moerasplanten EN sleutelsoorten van grote russen bedekken meer dan sleutelsoorten van natte ruigten EN meer dan grote zeggen";700;0;"ja";;;;;;;;;;;;;
376;"M";105;99;"anders";0;0;"ja";"_G";;;;;;;;;;;;
377;"M";210;1;"meer dan 50% bedekking van sleutelsoorten natte ruigtes exclusief grote zegges";400;0;"ja";;;;;;;;;;;;;
378;"M";210;2;"minimaal abundant (>10% bedekking) sleutelsoorten van dotterbloemverbond en minstens 3 soorten";0;0;"ja";"rbbhc - hc";;;;;;;;;;;;
379;"M";210;3;"minimaal abundant (>10% bedekking) sleutelsoorten van zilverschoonverbond aanwezig  en minstens 3 soorten (exclusief fioringras, geknikte vossestaart, krulzuring, en ruige zegge)";0;0;"ja";"rbbzil - hp_ster";;;;;;;;;;;;
380;"M";210;99;"anders";220;0;"ja";;;;;;;;;;;;;
381;"M";220;1;"bedekking eutrofiëringsindicatoren (ganzevoet, gewone hennepnetel, grote brandnetel, vlotgras, eendekroos, rietgras, kruipende boterbloem, blaartrekkende boterbloem, gele waterkers, kleefkruid, mannagras, pitrus, grote lisdodde, bitterzoet) > 30%";0;0;"ja";"rbbmc - mc_min";;;;;;;;;;;;
382;"M";220;2;"invasieve exoten aanwezig";0;0;"ja";"rbbmc - mc_min";;;;;;;;;;;;
383;"M";220;4;"verruigingsindicatoren (gewone engelwortel, haagwinde, akkerdistel, kale jonker, speerdistel, harig wilgeroosje, koninginnenkruid,  moerasspirea, kleefkruid, grote kattestaart, braam, gewone melkdistel, gewone smeerwortel) bedekken meer dan 30 %";0;0;"ja";"rbbmc - mc_min";;;;;;;;;;;;
384;"M";220;99;"anders";0;0;"ja";"rbbmc - mc";;;;;;;;;;;;
385;"M";220;3;"vergrassingsindicatoren (fioringras, glanshaver, hennegras, gewoon struisriet, kropaar, ruwe smele, kweek, rietzwenkgras, gestreepte witbol, gewoon timoteegras, ruw beemdgras) meer dan 10%";0;0;"ja";"rbbmc - mc_min";;;;;;;;;;;;
386;"M";300;1;"heemst, moeraslathyrus en/of moerasmelkdistel minimaal occasioneel aanwezig";301;0;"ja";;;;;;;;;;;;;
387;"M";300;2;"zwanebloem, kalmoes, grote boterbloem, mattenbies, ruwe bies minimaal occasioneel aanwezig";303;0;"ja";;;;;;;;;;;;;
388;"M";300;99;"anders";310;0;"ja";;;;;;;;;;;;;
389;"M";301;1;"invasieve exoten aanwezig";0;0;"ja";"6430_mr - mr_min";;;;;;;;;;;;
390;"M";301;2;"verruigingsindicatoren bedekken meer dan 30%";0;0;"ja";"6430_mr - mr_min";;;;;;;;;;;;
391;"M";301;99;"anders";0;0;"ja";"6430_mr - mr";;;;;;;;;;;;
392;"M";303;1;"invasieve exoten aanwezig";0;0;"ja";"rbbmr - mr_min";;;;;;;;;;;;
393;"M";303;2;"bedekking eutrofiëringsindicatoren (ganzevoet, gewone hennepnetel, grote brandnetel, vlotgras, eendekroos, rietgras, kruipende boterbloem, blaartrekkende boterbloem, gele waterkers, kleefkruid, mannagras, pitrus, grote lisdodde, bitterzoet) > 30%";0;0;"ja";"rbbmr - mr_min";;;;;;;;;;;;
394;"M";303;3;"vergrassingsindicatoren (fioringras, glanshaver, hennegras, gewoon struisriet, kropaar, ruwe smele, rietzwenkgras, gestreepte witbol, gewoon timoteegras, ruw beemdgras) bedekken meer dan 10 %";0;0;"ja";"rbbmr - mr_min";;;;;;;;;;;;
395;"M";303;4;"verruigingsindicatoren (gewone engelwortel, haagwinde, akkerdistel, moesdistel, kale jonker, speerdistel,  harig wilgenroosje, koninginnekruid, moerasspirea, kleefkruid, grote kattestaart, braam, gewone melkdistel, smeerwortel) bedekken meer dan 30%";0;0;"ja";"rbbmr - mr_min";;;;;;;;;;;;
396;"M";303;99;"anders";0;0;"ja";"rbbmr - mr";;;;;;;;;;;;
397;"M";310;;"zomerklokje minimaal frequent aanwezig";406;315;;;;;;;;;;;;;;
398;"M";315;;"dominantie van grote zeggen";210;317;;;;;;;;;;;;;;
399;"M";317;;"sleutelsoorten natte ruigte exclusief grote zeggen minimaal abundant (>10%) en soorten rietklasse < 50%";400;320;;;;;;;;;;;;;;
400;"M";320;;"bedekking van sleutelsoorten van de rietklasse meer dan 50%";330;335;;;;;;;;;;;;;;
401;"M";330;1;"bedekking van vergrassingsindicatoren (fioringras, glanshaver, hennegras, gewoon struisriet, kropaar, ruwe smele, kweek, rietzwenkgras, gestreepte witbol, gewoon timoteegras, ruw beemdgras) > 10%";0;0;"ja";"rbbmr - mr_min";;;;;;;;;;;;
402;"M";330;2;"invasieve exoten aanwezig";0;0;"ja";"rbbmr - mr_min";;;;;;;;;;;;
403;"M";330;3;"bedekking eutrofiëringsindicatoren > 30%";0;0;"ja";"rbbmr - mr_min";;;;;;;;;;;;
404;"M";330;4;"bedekking verruigingsindicatoren > 30%";0;0;"ja";"rbbmr - mr_min";;;;;;;;;;;;
405;"M";330;99;"anders";0;0;"ja";"rbbmr - mr";;;;;;;;;;;;
406;"M";335;1;"bedekking van vergrassingsindicatoren (fioringras, glanshaver, hennegras, gewoon struisriet, kropaar, ruwe smele, kweek, rietzwenkgras, gestreepte witbol, gewoon timoteegras, ruw beemdgras) > 10%";0;0;"ja";"gh - mr_min";;;;;;;;;;;;
407;"M";335;2;"invasieve exoten aanwezig";0;0;"ja";"gh - mr_min";;;;;;;;;;;;
408;"M";335;3;"bedekking eutrofiëringsindicatoren > 30%";0;0;"ja";"gh - mr_min";;;;;;;;;;;;
409;"M";335;4;"bedekking verruigingsindicatoren > 30%";0;0;"ja";"gh - mr_min";;;;;;;;;;;;
410;"M";335;99;"anders";0;0;"ja";"gh - mr";;;;;;;;;;;;
411;"M";400;1;"hennegras, wilde bertram, melkeppe en grote wederik minimaal abundant EN overige zure laagveensoorten minder dan frequent aanwezig, zwaartepunt van voorkomen in Kempische beekdalen";401;0;"ja";;;;;;;;;;;;;
412;"M";400;2;"hennegras, wilde bertram, melkeppe en grote wederik minimaal abundant EN overige zure laagveensoorten minstens frequent aanwezig";600;0;"ja";;;;;;;;;;;;;
413;"M";400;99;"anders";405;0;"ja";;;;;;;;;;;;;
414;"M";401;;"wilde bertram, grote wederik, melkeppe, hennegras, ruw walstro, wateraardbei, veenpluis, veenmos en zwarte zegge zijn samen (co)-dominant";0;0;;"rbbhfl - hfl";"rbbhfl - hfl_min";;;;;;;;;;;
415;"M";405;;"zomerklokje minimaal frequent aanwezig";406;410;;;;;;;;;;;;;;
416;"M";406;1;"invasieve exoten aanwezig";0;0;"ja";"6430_hf - hfe_min";;;;;;;;;;;;
417;"M";406;2;"verruigingsindicatoren (akkerdistel, kweek, heermoes, braam(G), ridderzuring, liesgras, grote brandnetel, rietgras) bedekken meer dan 30%";0;0;"ja";"6430_hf - hfe_min";;;;;;;;;;;;
418;"M";406;99;"anders";0;0;"ja";"6430_hf - hfe";;;;;;;;;;;;
419;"M";410;;"harig wilgenroosje minimaal frequent aanwezig";411;420;;;;;;;;;;;;;;
420;"M";411;1;"invasieve exoten aanwezig";0;0;"ja";"6430_hw - hfe_min";;;;;;;;;;;;
421;"M";411;2;"verruigingsindicatoren (akkerdistel, kweek, heermoes, braam(G), ridderzuring, liesgras, grote brandnetel, rietgras) bedekken meer dan 30%";0;0;"ja";"6430_hw - hfe_min";;;;;;;;;;;;
422;"M";411;99;"anders";0;0;"ja";"6430_hw - hfe";;;;;;;;;;;;
423;"M";420;;"poelruit minimaal frequent aanwezig";421;430;;;;;;;;;;;;;;
424;"M";421;;"bedekking van sleutelsoorten natte ruigtes ≥ 30 % en grassen (uitgez. riet, rietgras en liesgras) < 30% en in de buurt van een waterloop";425;430;;;;;;;;;;;;;;
425;"M";425;1;"bedekking eutrofiëringsindicatroen > 50%";0;0;"ja";"6430_hf - hft_min";;;;;;;;;;;;
426;"M";425;2;"bedekking ruderaliseringsindicatoren > 30%";0;0;"ja";"6430_hf - hft_min";;;;;;;;;;;;
427;"M";425;3;"bedekking verdrogingsindicatoren  > 30%";0;0;"ja";"6430_hf - hft_min";;;;;;;;;;;;
428;"M";425;4;"invasieve exoten meer dan occasioneel aanwezig";0;0;"ja";"6430_hf - hft_min";;;;;;;;;;;;
429;"M";425;5;"bedekking pitrus, zeegroene rus, en biezeknoppen bedekken > 30%";0;0;"ja";"6430_hf - hft_min";;;;;;;;;;;;
430;"M";425;99;"anders";0;0;"ja";"6430_hf - hft";;;;;;;;;;;;
431;"M";430;;"reuzepaardestaart of moesdistel minimaal frequent aanwezig";431;440;;;;;;;;;;;;;;
432;"M";431;;"bedekking van sleutelsoorten natte ruigtes ≥ 30 % en grassen (uitgez. riet, rietgras en liesgras) < 30% en in de buurt van een waterloop";435;440;;;;;;;;;;;;;;
433;"M";435;1;"bedekking eutrofiëringsindicatroen > 50%";0;0;"ja";"6430_hf - hft_min";;;;;;;;;;;;
434;"M";435;2;"bedekking ruderaliseringsindicatoren > 30%";0;0;"ja";"6430_hf - hft_min";;;;;;;;;;;;
435;"M";435;3;"bedekking verdrogingsindicatoren > 30%";0;0;"ja";"6430_hf - hft_min";;;;;;;;;;;;
436;"M";435;4;"invasieve exoten meer dan occasioneel aanwezig";0;0;"ja";"6430_hf - hft_min";;;;;;;;;;;;
437;"M";435;5;"bedekking pitrus, zeegroene rus, en biezeknoppen bedekken > 30%";0;0;"ja";"6430_hf - hft_min";;;;;;;;;;;;
438;"M";435;99;"anders";0;0;"ja";"6430_hf - hft";;;;;;;;;;;;
439;"M";440;;"bedekking van sleutelsoorten natte ruigtes < 30%";445;450;;;;;;;;;;;;;;
440;"M";445;;"bedekking van de sleutelsoorten van natte ruigtes ≥ 5 % en domineren de vegetatie tezamen met ruigte-begeleiders, moerassoorten en dottergraslandsoorten";452;0;;;"gh - hr";;;;;;;;;;;
441;"M";450;;"bedekking grassen(uitgez. riet, rietgras en liesgras) < 30% en in de buurt van een waterloop";451;452;;;;;;;;;;;;;;
442;"M";451;1;"invasieve exoten aanwezig";0;0;"ja";"6430_hf - hf_min";;;;;;;;;;;;
443;"M";451;2;"verruigingsindicatoren bedekken meer dan 30%";0;0;"ja";"6430_hf - hf_min";;;;;;;;;;;;
444;"M";451;99;"anders";0;0;"ja";"6430_hf - hf";;;;;;;;;;;;
445;"M";452;1;"bedekking eutrofiëringsindicatroen > 50%";0;0;"ja";"rbbhf - hf_min";;;;;;;;;;;;
446;"M";452;2;"bedekking ruderaliseringsindicatoren > 30%";0;0;"ja";"rbbhf - hf_min";;;;;;;;;;;;
447;"M";452;3;"bedekking verdrogingsindicatoren > 30%";0;0;"ja";"rbbhf - hf_min";;;;;;;;;;;;
448;"M";452;4;"invasieve exoten meer dan occasioneel aanwezig";0;0;"ja";"rbbhf - hf_min";;;;;;;;;;;;
449;"M";452;5;"bedekking pitrus, zeegroene rus, en biezeknoppen bedekken > 30%";0;0;"ja";"rbbhf - hf_min";;;;;;;;;;;;
450;"M";452;99;"anders";0;0;"ja";"rbbhf - hf";;;;;;;;;;;;
451;"M";600;;"zure laagveensoorten (typische + begeleiders), eventueel met van soorten van 7140, 7150 en waterplanten bedekken meer dan typische dottergraslandsoorten met begeleiders van zuur laagveen, grassen (excl. pijpenstro, riet) en soorten van 6410";611;620;;;;;;;;;;;;;;
452;"M";611;1;"invasieve exoten aanwezig";0;0;"ja";"7140_meso - ms_min";;;;;;;;;;;;
453;"M";611;2;"eutrofiëringsindicatoren (harig wilgenroosje, vlotgras (G), gele lis, pitrus, eendekroos, wolfspoot, rietgras, kruipende boterbloem, grote lisdodde, grote brandnetel, algen) bedekken meer dan 10%";0;0;"ja";"7140_meso - ms_min";;;;;;;;;;;;
454;"M";611;3;"vergrassingsindicatoren (struisgras (G), hennegras, ruwe smele , pijpenstrootje) bedekken meer dan 30%";0;0;"ja";"7140_meso - ms_min";;;;;;;;;;;;
455;"M";611;4;"verruigingsindicatoren (scherpe zegge, moeraszegge, stijve zegge, pluimzegge, oeverzegge, riet, moerasspirea, grote kattestaart, vederdistel (Cirsium) (G), koninginnekruid) bedekken meer dan 30%";0;0;"ja";"7140_meso - ms_min";;;;;;;;;;;;
456;"M";611;99;"anders";0;0;"ja";"7140_meso - ms";;;;;;;;;;;;
457;"M";620;;"holpijp dominant aanwezig en N ≥ 9";621;625;;;;;;;;;;;;;;
458;"M";621;1;"invasieve exoten aanwezig";0;0;"ja";"7140_meso - ms_min";;;;;;;;;;;;
459;"M";621;2;"eutrofiëringsindicatoren (harig wilgenroosje, vlotgras (G), gele lis, pitrus, eendekroos, wolfspoot, rietgras, kruipende boterbloem, grote lisdodde, grote brandnetel, algen) bedekken meer dan 10%";0;0;"ja";"7140_meso - ms_min";;;;;;;;;;;;
460;"M";621;3;"vergrassingsindicatoren (struisgras (G), hennegras, ruwe smele , pijpenstrootje) bedekken meer dan 30%";0;0;"ja";"7140_meso - ms_min";;;;;;;;;;;;
461;"M";621;4;"verruigingsindicatoren (scherpe zegge, moeraszegge, stijve zegge, pluimzegge, oeverzegge, riet, moerasspirea, grote kattestaart, vederdistel (Cirsium) (G), koninginnekruid), incl. bomen en struiken, bedekken meer dan 30%";0;0;"ja";"7140_meso - ms_min";;;;;;;;;;;;
462;"M";621;99;"anders";0;0;"ja";"7140_meso - ms";;;;;;;;;;;;
467;"M";625;;"sleutelsoorten zure laagveen aanwezig en (tezamen) met begeleiders van zuur laagveen bedekken ze ≥ 10%";626;0;;;"_G";;;;;;;;;;;
470;"M";626;1;"invasieve exoten aanwezig";0;0;"ja";"rbbms - ms_min";;;;;;;;;;;;
471;"M";626;2;"eutrofiëringsindicatoren bedekken >30%";0;0;"ja";"rbbms - ms_min";;;;;;;;;;;;
472;"M";626;3;"vergrassingsindicatoren bedekken > 30%";0;0;"ja";"rbbms - ms_min";;;;;;;;;;;;
473;"M";626;4;"verruigingsindicatoren, incl. bomen en struiken,  bedekken > 30%";0;0;"ja";"rbbms - ms_min";;;;;;;;;;;;
474;"M";626;99;"anders";0;0;"ja";"rbbms - ms";;;;;;;;;;;;
475;"M";700;;"gemiddeld F-getal van de opname (zonder pitrus, zeegroene rus en biezenknoppen) > 8.5";0;0;;"gh - mj";"gh - hj";;;;;;;;;;;
476;"M";1;;"Is de bedekking van bomen en struiken (kroonprojectie) in het moeras > 10%";8;10;;;;"het voorkomen van houtige gewassen in lineair (bijv. houtkanten) of in patroonverband (mozaïeken) worden afzonderlijk uitgesleuteld";"wat met brem?";8,00;10,00;;;;"001";"Is de bedekking van bomen en struiken (kroonprojectie) in het grasland > 10%";;
477;"M";8;;"Is de bedekking van bomen en struiken (kroonprojectie) ≥ 50%";0;10;;"_B";;;;0,00;10,00;;"_B";;"008";"Is de bedekking van bomen en struiken (kroonprojectie) ≥ 50%";;
478;"O";100;;"grote russen (pitrus, zeegroene rus, biezeknoppen) dominant aanwezig";105;110;;;;;;;;;;;;;;
479;"O";105;;"gemiddeld F-getal van de opname (zonder pitrus, zeegroene rus en biezenknoppen) > 8.5";0;110;;"_M";;;;;;;;;;;;
