"hrl_code";"code";"wet_naam";"volgnr";"soortenlijstnr"
"G";"Hn+-groep";"Pedicularis sylvatica L.";301287;646
"G";"heide habitatw sl";"Pedicularis sylvatica L.";303545;648
"G";"Fac. freatofyt (V of";"Petasites hybridus (L.) P. Gaertn., B. Mey. et Scherb.";7919;546
"G";"6430hw-groep";"Petasites hybridus (L.) P. Gaertn., B. Mey. et Scherb.";8515;558
"G";"6430hw-groep";"Petasites hybridus (L.) P. Gaertn., B. Mey. et Scherb.";294426;559
;;"Petasites hybridus (L.) P. Gaertn., B. Mey. et Scherb.";8841;568
"G";"nitrofiele zoom";"Petasites hybridus (L.) P. Gaertn., B. Mey. et Scherb.";8987;571
"G";"6430_bz";"Petasites hybridus (L.) P. Gaertn., B. Mey. et Scherb.";9025;573
"rbbKam";"SleutelsoortenStart";"Petroselinum segetum (L.) Koch";5976;487
"zHu";"rbbKam-groep";"Petroselinum segetum (L.) Koch";6507;511
"G";"moeras-groep1";"Peucedanum palustre (L.) Moench";5384;466
"rbbZil";"moeras-groep";"Peucedanum palustre (L.) Moench";5801;479
"rbbHf";"SleutelsoortenStart";"Peucedanum palustre (L.) Moench";6687;497
"rbbHf";"Vernatting051";"Peucedanum palustre (L.) Moench";6707;498
"rbbHf";"SleutelsoortenKempen";"Peucedanum palustre (L.) Moench";6634;526
"G";"moeras-groep1";"Peucedanum palustre (L.) Moench";6947;533
"G";"Obligaat freatofyt";"Peucedanum palustre (L.) Moench";8215;550
"G";"vocht ruigtekruiden";"Peucedanum palustre (L.) Moench";8533;559
"G";"rbbHfl-groep1";"Peucedanum palustre (L.) Moench";8556;561
"G";"Ms-groep1";"Peucedanum palustre (L.) Moench";8640;564
"G";"moeras-groep";"Peucedanum palustre (L.) Moench";298654;578
;;"Peucedanum palustre (L.) Moench";294819;593
"G";"vos diff hu-groep";"Peucedanum palustre (L.) Moench";295257;596
"G";"ms diff hc-groep";"Peucedanum palustre (L.) Moench";296575;602
"G";"valleigrasland-groep";"Peucedanum palustre (L.) Moench";297072;604
"G";"ms diff heide-groep";"Peucedanum palustre (L.) Moench";298151;613
"G";"m diff hei-groep";"Peucedanum palustre (L.) Moench";298315;615
"G";"ms_ruim-groep";"Peucedanum palustre (L.) Moench";298944;619
"G";"m_ruim-groep";"Peucedanum palustre (L.) Moench";299062;620
;;"Peucedanum palustre (L.) Moench";303795;624
;;"Peucedanum palustre (L.) Moench";305801;643
"H";"ven- en moerasgroep ";"Peucedanum palustre (L.) Moench";305704;650
"M";"zuurlaagv-begel.";"Peucedanum palustre (L.) Moench";305984;656
"M";"rbbhfl-kwal";"Peucedanum palustre (L.) Moench";306386;677
;;"Peucedanum palustre (L.) Moench";306958;696
"rbbHc";"Vernatting";"Phalaris arundinacea L.";5017;443
"rbbHc";"Vernatting";"Phalaris arundinacea L.";5091;448
"rbbVos";"Verruiging";"Phalaris arundinacea L.";5492;453
"rbbVos";"hua-groep";"Phalaris arundinacea L.";5242;462
"rbbZil";"hf-groep";"Phalaris arundinacea L.";5728;480
"rbbZil";"Verruiging";"Phalaris arundinacea L.";5864;485
"rbbKam";"Verruiging011";"Phalaris arundinacea L.";5956;491
"rbbHf";"SleutelsoortenStart";"Phalaris arundinacea L.";6660;497
"rbbHf";"Sleutelsoortenn";"Phalaris arundinacea L.";6643;501
"Hu";"Verruiging050";"Phalaris arundinacea L.";6431;519
"Hu";"Vernatting";"Phalaris arundinacea L.";6443;520
"G";"Fac. freatofyt (V of";"Phalaris arundinacea L.";7920;546
"G";"voedselrijk grasland";"Phalaris arundinacea L.";9907;582
"G";"hpster grasland-groe";"Phalaris arundinacea L.";294367;583
;;"Phalaris arundinacea L.";295365;596
"G";"valleigrasland-groep";"Phalaris arundinacea L.";297073;604
"M";"rietl-begeleiders";"Phalaris arundinacea L.";305959;653
"M";"natteruigte-begel.";"Phalaris arundinacea L.";306116;663
"M";"mc_eutro";"Phalaris arundinacea L.";306333;673
"M";"6430_ruig";"Phalaris arundinacea L.";306382;676
;;"Phalaris arundinacea L.";306461;682
;;"Phalaris arundinacea L.";306547;686
;;"Phalaris arundinacea L.";306839;691
"G";"moerasmossen";"Philonotis calcarea (Bruch & Schimp.) Schimp.";294530;591
"G";"kalkmossen";"Philonotis calcarea (Bruch & Schimp.) Schimp.";294660;592
"G";"m diff hei-groep";"Philonotis calcarea (Bruch & Schimp.) Schimp.";298316;615
"G";"m_ruim-groep";"Philonotis calcarea (Bruch & Schimp.) Schimp.";299063;620
"H";"moeras";"Philonotis calcarea (Bruch & Schimp.) Schimp.";300774;642
"H";"M diff 4010_7140oli";"Philonotis calcarea (Bruch & Schimp.) Schimp.";301066;643
"H";"ven- en moerasgroep ";"Philonotis calcarea (Bruch & Schimp.) Schimp.";305705;650
"G";"moerasmossen";"Philonotis fontana (Hedw.) Brid.";294531;591
"G";"ms-mossen-groep";"Philonotis fontana (Hedw.) Brid.";297139;605
"G";"m diff hei-groep";"Philonotis fontana (Hedw.) Brid.";298317;615
"G";"m_ruim-groep";"Philonotis fontana (Hedw.) Brid.";299064;620
"H";"moeras";"Philonotis fontana (Hedw.) Brid.";300775;642
"H";"M diff 4010_7140oli";"Philonotis fontana (Hedw.) Brid.";301067;643
"H";"ven- en moerasgroep ";"Philonotis fontana (Hedw.) Brid.";305706;650
;"1";"Phleum arenarium L.";8827;567
"G";"ruderaal_ruim-groep";"Phleum arenarium L.";294231;587
;;"Phleum arenarium L.";299754;626
"G";"hu-groep11";"Phleum pratense groep";5278;460
"rbbVos";"Beweiding";"Phleum pratense groep";6867;471
"rbbZil";"hu-groep";"Phleum pratense groep";5710;477
"rbbZil";"Verdroging";"Phleum pratense groep";5877;486
"Hu";"hu-groep";"Phleum pratense groep";6459;514
"rbbHc";"Beweiding";"Phleum pratense groep";6865;530
"rbbKam";"IntensiefGebruik";"Phleum pratense groep";6882;532
"G";"hu-groep";"Phleum pratense groep";8759;566
"M";"mc_gras";"Phleum pratense groep";306367;675
;;"Phleum pratense groep";306496;685
"G";"hu-groep11";"Phleum pratense L.";5279;460
"rbbVos";"Beweiding";"Phleum pratense L.";6868;471
"rbbZil";"hu-groep";"Phleum pratense L.";5711;477
"rbbZil";"Verdroging";"Phleum pratense L.";5881;486
"Hu";"hu-groep";"Phleum pratense L.";6460;514
"rbbHc";"Beweiding";"Phleum pratense L.";6866;530
"rbbKam";"IntensiefGebruik";"Phleum pratense L.";6883;532
"G";"hu-groep";"Phleum pratense L.";8760;566
"G";"voedselrijk grasland";"Phleum pratense L.";9656;582
"G";"hpster grasland-groe";"Phleum pratense L.";9680;583
"M";"mc_gras";"Phleum pratense L.";306368;675
;;"Phleum pratense L.";306497;685
"rbbHc";"Vernatting";"Phragmites australis (Cav.) Steud.";5060;443
"rbbVos";"Verruiging";"Phragmites australis (Cav.) Steud.";5922;453
"G";"moeras-groep1";"Phragmites australis (Cav.) Steud.";5394;466
"rbbZil";"moeras-groep";"Phragmites australis (Cav.) Steud.";5802;479
"rbbZil";"Vernatting";"Phragmites australis (Cav.) Steud.";5895;481
"rbbKam";"Verruiging";"Phragmites australis (Cav.) Steud.";6223;491
"Hu";"Verruiging039";"Phragmites australis (Cav.) Steud.";6432;519
"Hu";"Vernatting";"Phragmites australis (Cav.) Steud.";6444;520
"rbbHf";"Vernatting135";"Phragmites australis (Cav.) Steud.";6584;525
"G";"Obligaat freatofyt";"Phragmites australis (Cav.) Steud.";8216;550
"G";"natte hei add";"Phragmites australis (Cav.) Steud.";301369;552
"G";"vos diff hu-groep";"Phragmites australis (Cav.) Steud.";295259;596
"G";"valleigrasland-groep";"Phragmites australis (Cav.) Steud.";297074;604
"G";"m diff hei-groep";"Phragmites australis (Cav.) Steud.";298318;615
"G";"m_ruim-groep";"Phragmites australis (Cav.) Steud.";299065;620
;;"Phragmites australis (Cav.) Steud.";300656;624
"H";"ven- en moerasgroep ";"Phragmites australis (Cav.) Steud.";305707;650
"M";"rietland";"Phragmites australis (Cav.) Steud.";305930;652
"M";"zeebies";"Phragmites australis (Cav.) Steud.";306160;666
;;"Phragmites australis (Cav.) Steud.";306478;684
;;"Phragmites australis (Cav.) Steud.";306515;687
"M";"water_moeras";"Phragmites australis (Cav.) Steud.";306624;688
"rbbVos";"basenminnend";"Picris echioides L.";5178;458
;;"Picris hieracioides L.";295343;595
"G";"Obligaat freatofyt";"Pilularia globulifera L.";8217;550
;;"Pilularia globulifera L.";301315;647
"M";"water_moeras";"Pilularia globulifera L.";306627;688
"rbbVos";"Droogtegroep_sleutel";"Pimpinella major (L.) Huds.";5137;455
"G";"hu-kerngroep11";"Pimpinella major (L.) Huds.";5295;461
"Hu";"hu+-groep";"Pimpinella major (L.) Huds.";6482;514
"G";"hu_kern_inclbasen";"Pimpinella major (L.) Huds.";294349;588
"G";"hu diff vos-groep";"Pimpinella major (L.) Huds.";295046;595
"G";"hu-kerngroep11";"Pimpinella saxifraga L.";5300;461
"Ha";"SleutelsoortenStart";"Pimpinella saxifraga L.";6770;504
"Hu";"hu+-groep";"Pimpinella saxifraga L.";6487;514
"Ha";"SleutelsoortenStart";"Pimpinella saxifraga L.";6766;521
"Ha";"Sleutelsoorten";"Pimpinella saxifraga L.";6813;527
"Ha";"Sleutelsoorten";"Pimpinella saxifraga L.";6793;528
;;"Pimpinella saxifraga L.";7035;536
"G";"ha-groep diff Hn";"Pimpinella saxifraga L.";8627;563
;"Galio-Trifolietum";"Pimpinella saxifraga L.";8960;570
"G";"hm diff hc-groep";"Pimpinella saxifraga L.";9249;577
"G";"hk_uitgebreid-groep";"Pimpinella saxifraga L.";9339;579
"G";"hu_kern_inclbasen";"Pimpinella saxifraga L.";294350;588
"G";"hu diff vos-groep";"Pimpinella saxifraga L.";295047;595
"H";"grasland diff 23";"Pimpinella saxifraga L.";300209;637
;;"Pinus";9657;575
"G";"ruderaal_ruim-groep";"Pinus";294232;587
;;"Pinus nigra Arnold";9659;575
"G";"ruderaal_ruim-groep";"Pinus nigra Arnold";294233;587
;;"Pinus nigra Arnold";303609;640
;;"Pinus nigra Arnold subsp. laricio Maire";303610;640
;;"Pinus nigra Arnold subsp. nigra";303611;640
;;"Pinus strobus L.";9658;575
"G";"ruderaal_ruim-groep";"Pinus strobus L.";294234;587
;;"Pinus sylvestris L.";9660;575
"G";"ruderaal_ruim-groep";"Pinus sylvestris L.";294235;587
"G";;"Pinus sylvestris L.";298713;614
"G";"hei diff moer-groep";"Pinus sylvestris L.";298443;616
"G";"hei diff gras-htabel";"Pinus sylvestris L.";300257;638
"O";"heide s.l.";"Pinus sylvestris L.";300430;640
"G";"moerasmossen";"Plagiomnium elatum (Bruch & Schimp.) T.J.Kop.";294532;591
"G";"m diff hei-groep";"Plagiomnium elatum (Bruch & Schimp.) T.J.Kop.";298319;615
"G";"m_ruim-groep";"Plagiomnium elatum (Bruch & Schimp.) T.J.Kop.";299066;620
"H";"moeras";"Plagiomnium elatum (Bruch & Schimp.) T.J.Kop.";300777;642
"H";"M diff 4010_7140oli";"Plagiomnium elatum (Bruch & Schimp.) T.J.Kop.";301068;643
"H";"ven- en moerasgroep ";"Plagiomnium elatum (Bruch & Schimp.) T.J.Kop.";305708;650
"G";"moerasmossen";"Plagiomnium ellipticum (Brid.) T.J.Kop.";294533;591
"G";"ms diff hc-groep";"Plagiomnium ellipticum (Brid.) T.J.Kop.";296579;602
"G";"m diff hei-groep";"Plagiomnium ellipticum (Brid.) T.J.Kop.";298320;615
"G";"m_ruim-groep";"Plagiomnium ellipticum (Brid.) T.J.Kop.";299067;620
"H";"moeras";"Plagiomnium ellipticum (Brid.) T.J.Kop.";300778;642
"H";"M diff 4010_7140oli";"Plagiomnium ellipticum (Brid.) T.J.Kop.";301069;643
"H";"ven- en moerasgroep ";"Plagiomnium ellipticum (Brid.) T.J.Kop.";305709;650
"G";"kalkmossen";"Plagiomnium rostratum (Schrad.) T.J.Kop.";294661;592
"G";"Zil-groep uitgebreid";"Plantago coronopus L.";9796;581
"G";"vos diff hu-groep";"Plantago coronopus L.";295260;596
"G";"hu-groep11";"Plantago lanceolata L.";5277;460
"rbbZil";"hu-groep";"Plantago lanceolata L.";5712;477
"Hu";"hu-groep";"Plantago lanceolata L.";6461;514
"Ha";"SleutelsoortenStart";"Plantago lanceolata L.";6554;521
"G";"ha-groep1";"Plantago lanceolata L.";7833;544
"G";"ha-groep diff Hn";"Plantago lanceolata L.";8618;563
"G";"geen diff tov ha";"Plantago lanceolata L.";8761;566
"G";"hpster grasland-groe";"Plantago lanceolata L.";9690;583
"G";"ha_ruim-groep";"Plantago lanceolata L.";9872;586
"G";"hu diff vos-groep";"Plantago lanceolata L.";295048;595
;;"Plantago lanceolata L.";295481;599
"G";"hc diff zil-groep";"Plantago lanceolata L.";295516;600
"G";"hc diff ms-groep";"Plantago lanceolata L.";296860;603
"G";"hm diff ms-groep";"Plantago lanceolata L.";298699;606
;;"Plantago lanceolata L.";297914;608
"G";"ha-groep";"Plantago lanceolata L.";299379;616
"H";"2330dw diff duin";"Plantago lanceolata L.";299796;629
;;"Plantago lanceolata L.";300132;634
;;"Plantago lanceolata L.";306821;693
"M";;"Plantago lanceolata L.";307000;695
"rbbHc";"Bodemroering";"Plantago major L.";5073;445
"rbbVos";"Beweiding";"Plantago major L.";5565;471
"rbbZil";"Bodemroering";"Plantago major L.";6179;482
"rbbZil";"Verdroging";"Plantago major L.";5873;486
"rbbKam";"Bodemroering";"Plantago major L.";5963;488
"Ha";"Bodemroering023";"Plantago major L.";6260;506
"rbbHc";"Beweiding";"Plantago major L.";6856;530
;;"Plantago major L.";307053;695
"rbbZil";"Sleutelsoorten";"Plantago major L. subsp. intermedia (Gilib.) Lange";6758;502
"G";"zil diff hc-groep";"Plantago major L. subsp. intermedia (Gilib.) Lange";295557;601
"rbbVos";"basenminnend";"Plantago media L.";5203;458
"G";"basenminnend";"Plantago media L.";6997;534
"G";"Huk-Groep_weegbree";"Plantago media L.";7754;539
;"Galio-Trifolietum";"Plantago media L.";8964;570
"G";"hk_uitgebreid-groep";"Plantago media L.";9395;579
"G";"hu_kern_inclbasen";"Plantago media L.";294351;588
"G";"hm diff hmo-groep";"Plantago media L.";294781;593
"G";"hu diff vos-groep";"Plantago media L.";295049;595
"Ha";"hn-groep";"Platanthera bifolia (L.) L.C.M. Rich.";6388;505
"G";"Hn-Groep1";"Platanthera bifolia (L.) L.C.M. Rich.";7028;535
"G";"Hk-Groep";"Platanthera bifolia (L.) L.C.M. Rich.";8389;538
"G";"Fac. freatofyt (V of";"Platanthera bifolia (L.) L.C.M. Rich.";7921;546
"G";"Hmm-Groep1";"Platanthera bifolia (L.) L.C.M. Rich.";7957;547
"G";"Hmm-Groep1";"Platanthera bifolia (L.) L.C.M. Rich.";8015;548
"G";"orchidee_groep";"Platanthera bifolia (L.) L.C.M. Rich.";8435;554
"G";"Hmm-Groep";"Platanthera bifolia (L.) L.C.M. Rich.";8485;556
;;"Platanthera bifolia (L.) L.C.M. Rich.";8939;569
"G";"hm diff hc-groep";"Platanthera bifolia (L.) L.C.M. Rich.";9250;577
"G";"hk_uitgebreid-groep";"Platanthera bifolia (L.) L.C.M. Rich.";9340;579
"G";"hn-groep";"Platanthera bifolia (L.) L.C.M. Rich.";301456;580
"G";"ha_ruim-groep";"Platanthera bifolia (L.) L.C.M. Rich.";9873;586
"G";"hmo diff hn-groep";"Platanthera bifolia (L.) L.C.M. Rich.";294384;589
"G";"hm diff hmo-groep";"Platanthera bifolia (L.) L.C.M. Rich.";294782;593
"G";"hmo diff hm-groep";"Platanthera bifolia (L.) L.C.M. Rich.";294884;594
"G";"hu diff vos-groep";"Platanthera bifolia (L.) L.C.M. Rich.";295050;595
"G";"hmn-groep";"Platanthera bifolia (L.) L.C.M. Rich.";297835;607
"G";"hm diff heide-groep";"Platanthera bifolia (L.) L.C.M. Rich.";298054;611
"G";"hn-groep";"Platanthera bifolia (L.) L.C.M. Rich.";301548;616
"G";"hm_hmo-groep";"Platanthera bifolia (L.) L.C.M. Rich.";298840;618
;;"Platanthera bifolia (L.) L.C.M. Rich.";300111;634
"H";"hmn";"Platanthera bifolia (L.) L.C.M. Rich.";300891;642
"G";"Hn+-groep";"Platanthera bifolia (L.) L.C.M. Rich.";301288;646
"G";"heide habitatw sl";"Platanthera bifolia (L.) L.C.M. Rich.";303548;648
"G";"Hk-Groep";"Platanthera chlorantha (Cust.) Reichenb.";8390;538
"G";"orchidee_groep";"Platanthera chlorantha (Cust.) Reichenb.";8434;554
"G";"hk_uitgebreid-groep";"Platanthera chlorantha (Cust.) Reichenb.";9341;579
"G";"moerasmossen";"Platyhypnidium riparioides (Hedw.) Dixon";294534;591
"G";"m diff hei-groep";"Platyhypnidium riparioides (Hedw.) Dixon";298321;615
"G";"m_ruim-groep";"Platyhypnidium riparioides (Hedw.) Dixon";299068;620
"H";"moeras";"Platyhypnidium riparioides (Hedw.) Dixon";300779;642
"H";"M diff 4010_7140oli";"Platyhypnidium riparioides (Hedw.) Dixon";301070;643
"H";"ven- en moerasgroep ";"Platyhypnidium riparioides (Hedw.) Dixon";305710;650
"M";"water_moeras";"Platyhypnidium riparioides (Hedw.) Dixon";306694;688
"G";"kalkmossen";"Pleurochaete squarrosa (Brid.) Lindb.";294674;592
"G";"hei diff moer-groep";"Pleurozium";298447;616
;;"Pleurozium";300461;640
"G";"heide habitatw sl";"Pleurozium";301608;648
;;"Pleurozium";303760;649
;;"Pleurozium schreberi (Willd. ex Brid.) Mitt.";294917;594
"G";"hei diff moer-groep";"Pleurozium schreberi (Willd. ex Brid.) Mitt.";298446;616
"H";;"Pleurozium schreberi (Willd. ex Brid.) Mitt.";299705;625
;;"Pleurozium schreberi (Willd. ex Brid.) Mitt.";300462;640
"G";"heide habitatw sl";"Pleurozium schreberi (Willd. ex Brid.) Mitt.";301609;648
;;"Pleurozium schreberi (Willd. ex Brid.) Mitt.";303761;649
"rbbVos";"Bodemroering";"Poa annua L.";5592;450
"rbbZil";"Verdroging";"Poa annua L.";6181;486
"rbbKam";"Bodemroering";"Poa annua L.";5936;488
"Ha";"Bodemroering013";"Poa annua L.";6261;506
"Hu";"Bodemroering003";"Poa annua L.";6400;515
"G";"ruderaal_ruim-groep";"Poa annua L.";294236;587
"G";"Husc-groep1";"Poa bulbosa L.";7802;543
;;"Poa nemoralis L.";8860;568
"G";"nitrofielezoom begel";"Poa nemoralis L.";9006;572
"G";"moeras-groep";"Poa palustris L.";5386;466
"rbbZil";"moeras-groep";"Poa palustris L.";5803;479
"rbbHf";"SleutelsoortenStart";"Poa palustris L.";6688;497
"rbbHf";"Sleutelsoortenj";"Poa palustris L.";6673;501
"G";"moeras-groep";"Poa palustris L.";6949;533
"G";"Obligaat freatofyt";"Poa palustris L.";8218;550
"G";"moeras-groep";"Poa palustris L.";298655;578
"G";"vos diff hu-groep";"Poa palustris L.";295261;596
"G";"m diff hei-groep";"Poa palustris L.";298322;615
"G";"m_ruim-groep";"Poa palustris L.";299069;620
;;"Poa palustris L.";305802;643
"H";"ven- en moerasgroep ";"Poa palustris L.";305711;650
"G";"hu-groep11";"Poa pratensis L.";5280;460
"rbbVos";"Verdroging";"Poa pratensis L.";5562;472
"rbbZil";"hu-groep";"Poa pratensis L.";5713;477
"Hu";"hu-groep";"Poa pratensis L.";6462;514
"Ha";"SleutelsoortenStart";"Poa pratensis L.";6760;521
"Ha";"Lage grassen";"Poa pratensis L.";6780;529
"G";"hpster grasland-groe";"Poa pratensis L.";9705;583
;;"Poa pratensis L.";295480;599
"H";"2330dw diff duin";"Poa pratensis L.";299799;629
"H";"grasland diff 23";"Poa pratensis L.";300220;637
;;"Poa pratensis L.";306850;693
"M";;"Poa pratensis L.";307029;695
"rbbKam";"Eutrofiëring";"Poa trivialis L.";5972;490
"Ha";"Eutrofiëring";"Poa trivialis L.";6874;508
"G";"diff tov ha";"Poa trivialis L.";8796;566
"G";"hc diff hm-groep";"Poa trivialis L.";9203;576
"G";"voedselrijk grasland";"Poa trivialis L.";9645;582
"G";"hpster grasland-groe";"Poa trivialis L.";9669;583
"G";"hc diff ms-groep";"Poa trivialis L.";296859;603
"G";"hc diff heide-groep";"Poa trivialis L.";298123;612
"M";"mc_gras";"Poa trivialis L.";306369;675
;;"Poa trivialis L.";306498;685
"H";"hei_diff_7150-groep";"Pohlia nutans (Hedw.) Lindb.";300171;635
;;"Polygala";300101;634
"Ha";"hn-groep";"Polygala serpyllifolia Hose";6376;505
"G";"Hn-Groep1";"Polygala serpyllifolia Hose";7016;535
"G";;"Polygala serpyllifolia Hose";8605;546
;;"Polygala serpyllifolia Hose";8934;569
"G";"hm diff hc-groep";"Polygala serpyllifolia Hose";9251;577
"G";"hn-groep";"Polygala serpyllifolia Hose";301457;580
"G";"ha_ruim-groep";"Polygala serpyllifolia Hose";9874;586
"G";"hmo diff hn-groep";"Polygala serpyllifolia Hose";294385;589
"G";"hmo diff hm-groep";"Polygala serpyllifolia Hose";294885;594
"G";"hu diff vos-groep";"Polygala serpyllifolia Hose";295051;595
"G";"hm diff ms-groep";"Polygala serpyllifolia Hose";298703;606
"G";"hmn-groep";"Polygala serpyllifolia Hose";297836;607
;;"Polygala serpyllifolia Hose";297936;608
"G";"hmo-kerngroep";"Polygala serpyllifolia Hose";297996;610
"G";"hm diff heide-groep";"Polygala serpyllifolia Hose";298056;611
"G";"hn-groep";"Polygala serpyllifolia Hose";301549;616
"G";"hm_hmo-groep";"Polygala serpyllifolia Hose";298841;618
;;"Polygala serpyllifolia Hose";300102;634
"H";"hmn";"Polygala serpyllifolia Hose";300892;642
"G";"Hn+-groep";"Polygala serpyllifolia Hose";301289;646
"G";"heide habitatw sl";"Polygala serpyllifolia Hose";303551;648
;;"Polygala vulgaris L.";7034;536
"G";"hm diff hc-groep";"Polygala vulgaris L.";9252;577
"G";"hk_uitgebreid-groep";"Polygala vulgaris L.";9342;579
"G";"hm diff ms-groep";"Polygala vulgaris L.";298704;606
;;"Polygala vulgaris L.";300103;634
;;"Polygonatum multiflorum (L.) All.";8852;568
"G";"nitrofielezoom begel";"Polygonatum multiflorum (L.) All.";8998;572
"rbbZil";"Bodemroering";"Polygonum amphibium L.";5909;482
"G";"Fac. freatofyt (V of";"Polygonum amphibium L.";7922;546
"G";"Zil-groep uitgebreid";"Polygonum amphibium L.";9632;581
"G";"vos diff hu-groep";"Polygonum amphibium L.";295262;596
"G";"hc diff ms-groep";"Polygonum amphibium L.";296871;603
"G";"valleigrasland-groep";"Polygonum amphibium L.";297075;604
"Ha";"Bodemroering051";"Polygonum aviculare L.";6303;506
"G";"ruderaal_ruim-groep";"Polygonum aviculare L.";294237;587
;;"Polygonum aviculare L.";307055;695
"G";"hc-kerngroep1";"Polygonum bistorta L.";5210;459
"G";"hc-groep1";"Polygonum bistorta L.";5495;468
"rbbZil";"hc-kerngroep";"Polygonum bistorta L.";5692;476
"rbbHf";"Sleutelsoortenz";"Polygonum bistorta L.";6648;501
"G";"Obligaat freatofyt";"Polygonum bistorta L.";8219;550
"G";"vocht ruigtekruiden";"Polygonum bistorta L.";8537;559
"G";"hc-kerngroep";"Polygonum bistorta L.";8787;566
"G";"hc diff hm-groep";"Polygonum bistorta L.";9204;576
"G";"hc diff vos";"Polygonum bistorta L.";9785;585
"G";"hm diff hmo-groep";"Polygonum bistorta L.";294783;593
"G";"vos diff hu-groep";"Polygonum bistorta L.";295263;596
"G";"hc diff zil-groep";"Polygonum bistorta L.";295510;600
"G";"hc diff ms-groep";"Polygonum bistorta L.";296848;603
"G";"hc diff heide-groep";"Polygonum bistorta L.";298113;612
