"BRC_num";"taxon_name";"ML";"ord";"len";"stat";"lf1";"per";"lf2";"gem";"tub";"bra";"bul";"lvs";"fr";"sex";"spbeg";"spbeg2";"spend";"sp1";"spend2";"e";"sp2";"sc";"w";"ir";"ci";"ni";"elem";"gbno";"cino";"irno";"tjan";"prec";"tjul";"alt";"f_indicatie";"l_indicatie";"n_indicatie";"r_indicatie";"hm_indicatie";"s_indicatie";"rh";"rs";"rw";"so";"sr";"gs";"pt";"dv";"dw";"br";"da";"en";"aq";"ew";"a2";"b1";"b2";"b3";"c1";"c2";"c3";"d1";"d2";"d4";"e1";"e2";"e3";"e4";"e7";"f3";"f4";"f9";"fa";"g1";"g1r";"g3";"g3r";"h2";"h3";"h5";"i1";"i2";"j1";"j2";"j3";"id";"j4"
"0820   504";"Pseudoleskeella catenulata s.l.";"M";"Hypn";20,00;"N";"Mr";"P";"";;;;;;"X";"D";;;;9,00;;"E";18,00;"S";"W";;;;46,00;36,00;;;0,50;1763,00;11,60;1100,00;5,00;7,00;2,00;7,00;0,00;0,00;3,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,00;;;;;;;865;
"0820   372";"Pseudoleskeella nervosa";"M";"Hypn";20,00;"N";"Mr";"P";"";;;"F";;;"X";"D";;;;15,00;;;17,00;"S";;;;;46,00;1,00;;;-1,50;1435,00;10,40;820,00;5,00;7,00;2,00;7,00;0,00;0,00;3,00;;;;;;;;;;;;;1,00;;;;;;;;;;;;;;;;;;;;;;;;;3,00;;;;;;;866;
"0820   504.1";"Pseudoleskeella rupestris";"M";"Hypn";20,00;"N";"Mr";"P";"";;;;;;"X";"D";;;;9,00;;"(E)";12,00;"S";;;;;46,00;17,00;;;0,70;1896,00;11,30;1100,00;5,00;7,00;2,00;7,00;0,00;0,00;3,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,00;;;;;;;867;
"0820   357";"Pseudotaxiphyllum elegans";"M";"Hypn";30,00;"N";"Ms";"P";"";;;"F";;;"R";"D";4,00;;4,00;10,00;;"E";14,00;"S";"W";"IR";"CI";"NI";52,00;1620,00;3,00;154,00;3,30;1178,00;14,50;950,00;6,00;3,00;4,00;3,00;1,00;0,00;3,00;;;3,00;3,00;;;"3";3,00;;;;;3,00;;;;;;;;;"3";;3,00;;;;;;3,00;;"3";3,00;;"3";;3,00;3,00;;;;;;2,00;868;
"0820   511";"Pterigynandrum filiforme";"M";"Hypn";50,00;"N";"Ms";"P";"";"F";;"X";;;"R";"D";;;;12,00;;"E";12,00;"S";"(W)";"(IR)";;"(NI)";46,00;68,00;;;0,60;1773,00;11,60;1100,00;5,00;6,00;2,00;6,00;0,00;0,00;3,00;;;;;;;;;;;;;1,00;;;;;;;2,00;;;;;;;;;;;;;1,00;;;;;3,00;;;;;;;869;
"0820   508";"Pterogonium gracile";"M";"Hypn";40,00;"N";"Mr";"P";"De";;;;;;"R";"D";1,00;;2,00;30,00;;"E";30,00;"S";"W";"IR";"CI";"(NI)";92,00;325,00;5,00;32,00;3,50;1510,00;14,00;700,00;4,00;7,00;2,00;5,00;0,00;0,00;3,00;"1";"1";;;1,00;;;;;;;;3,00;;;;3,00;;;;;;;1,00;;;;"3";;;;;3,00;;;;;3,00;;;;;"2";;870;
"0820   509";"Pterygoneurum lamellatum";"M";"Pott";2,00;"N";"Ts";"A";"";;;;;;"A";"M";;;;10,00;;"E";30,00;"(S)";;"(IR)";;"(NI)";86,00;2,00;;;3,30;590,00;16,30;80,00;3,00;8,00;2,00;9,00;0,00;0,00;;;;3,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,00;;;;"3";3,00;871;
"0820   510";"Pterygoneurum ovatum";"M";"Pott";2,00;"N";"Ts";"A";"";;;;;;"A";"M";;;;20,00;;"E";40,00;"S";"(W)";"(IR)";;;86,00;65,00;;;3,50;688,00;15,80;305,00;3,00;8,00;2,00;8,00;0,00;0,00;;;;3,00;;;;;;;;;;;;;;3,00;;;1,00;;;;;;;;;;;;;;;;;;3,00;3,00;1,00;;;"3";3,00;872;
"0810   888";"Ptilidium ciliare";"L";"Lepi";60,00;"N";"We";"P";"";;;;;;"R";"D";9,00;;9,00;24,00;;"E";36,00;"S";"W";"IR";;"NI";26,00;664,00;;10,00;2,40;1402,00;13,50;1340,00;5,00;6,00;2,00;2,00;0,00;0,00;1,00;;;3,00;3,00;3,00;1,00;;;;;;;1,00;;"3";;;;;;"3";"3";;3,00;;3,00;"3";;;3,00;;;2,00;;"2";;3,00;3,00;;;;;"3";1,00;873;
"0810   889";"Ptilidium pulcherrimum";"L";"Lepi";30,00;"N";"We";"P";"Mr";;;;;;"R";"D";4,00;;8,00;24,00;;"E";34,00;"S";"W";"IR";;;46,00;235,00;;1,00;2,80;1036,00;14,70;600,00;4,00;6,00;3,00;4,00;0,00;0,00;2,00;;;;;;;;3,00;;;;;3,00;;;;;;;;;;;;;;;"3";"2";;"3";;3,00;;"1";;;;;;;;;;874;
"0820   512";"Ptilium crista-castrensis";"M";"Hypn";80,00;"N";"We";"P";"";;;;;;"R";"D";;;;11,00;;"E";13,00;"S";"W";"IR";;;46,00;254,00;;1,00;1,60;1957,00;12,30;915,00;6,00;5,00;2,00;3,00;0,00;0,00;3,00;;;3,00;;;;;;;;;;;;;;;;;;;;;;;;;;;3,00;;;3,00;;"3";;2,00;;;;;;;;875;
"0820   513";"Ptychodium plicatum";"M";"Hypn";100,00;"N";"Ms";"P";"";;;;;;"R";"D";;;;15,00;;;24,00;"S";;;;;23,00;6,00;;;-0,90;1690,00;10,80;1190,00;5,00;6,00;2,00;7,00;0,00;0,00;3,00;;;3,00;;;;;;;;;;;;;;;;;;;;;;;;"3";;;;;;;;;;3,00;3,00;;;;;;;876;
"0820   514";"Ptychomitrium polyphyllum";"M";"Grim";40,00;"N";"Cu";"P";"";;;;;;"A";"M";2,00;;8,00;10,00;;"E";14,00;"S";"W";"IR";"CI";"NI";81,00;689,00;1,00;208,00;3,50;1457,00;13,80;760,00;3,00;7,00;2,00;4,00;1,00;0,00;3,00;;"3";;3,00;;;;;;;;;;;;;2,00;;;;;;;;;;;;;;;;2,00;;;;;3,00;;;;;"3";2,00;877;"1"
"0820   515";"Pylaisia polyantha";"M";"Hypn";45,00;"N";"Mr";"P";"Ms";;;;;;"A";"M";;;;13,00;;"E";16,00;"S";"W";"IR";"(CI)";;76,00;47,00;;5,00;3,20;876,00;15,00;240,00;4,00;6,00;4,00;5,00;0,00;0,00;;;;;;;;;1,00;;;;;3,00;;;;;;;;;;;;;;;;;;;"3";3,00;;;;;;;;;;;;878;
"0820   519";"Racomitrium aciculare";"M";"Grim";60,00;"N";"Tf";"P";"Cu";;;;;;"F";"D";1,00;;5,00;16,00;;"E";20,00;"S";"W";"IR";;"NI";52,00;1131,00;;202,00;2,90;1414,00;13,50;1220,00;8,00;6,00;2,00;2,00;1,00;0,00;3,00;;"2";;;;;;;;;;;;;;;2,00;;;3,00;;;;;;;;;;;;;2,00;;;;;3,00;;;;;"2";;879;"1"
"0820  1073";"Racomitrium affine";"M";"Grim";50,00;"N";"Mr";"P";"";;;;;;"O";"D";;;;12,00;;"E";20,00;"S";"W";"IR";;"NI";73,00;100,00;;8,00;2,80;1426,00;14,00;425,00;2,00;7,00;1,00;2,00;0,00;0,00;3,00;;"3";;;1,00;;;;;;;;;;;"1";;;;;;;;;;;;;;;;;1,00;;;;;3,00;;;;"3";"3";;880;
"0820   520";"Racomitrium aquaticum";"M";"Grim";120,00;"N";"Mr";"P";"";;;;;;"O";"D";4,00;;4,00;14,00;;"E";20,00;"S";"W";"IR";;"NI";72,00;615,00;;94,00;2,80;1651,00;13,20;1200,00;6,00;5,00;1,00;3,00;0,00;0,00;3,00;;;1,00;;;;;;;;;;;;;;2,00;;;;;"1";;;;;"1";;;;;;3,00;;;;;3,00;;;;;;;881;
"0820  1049";"Racomitrium canescens";"M";"Grim";80,00;"N";"Tf";"P";"";;;;;;"R";"D";;;;8,00;;"E";10,00;"S";"W";"IR";"CI";"NI";26,00;40,00;1,00;3,00;3,20;1105,00;14,40;1000,00;3,00;8,00;2,00;6,00;0,00;0,00;;;;3,00;;3,00;;;;;;;;;;"3";;;;;;;;;3,00;;;;;;3,00;;;;;;;;;3,00;;;;;;882;
"0820   521";"Racomitrium canescens s.l.";"M";"Grim";80,00;"N";"Tf";"P";"";;;;;;"O";"D";;;;8,00;;"E";12,00;"S";"W";"IR";"CI";"NI";36,00;842,00;2,00;111,00;2,80;1447,00;13,30;1340,00;5,00;7,00;2,00;4,00;0,00;0,00;;;;3,00;3,00;3,00;;;;;;;;;;"3";;;;;;;;;3,00;;;;;;3,00;;;;2,00;;"2";;2,00;3,00;;;;;;883;
"0820   522";"Racomitrium ellipticum";"M";"Grim";30,00;"N";"Cu";"P";"Tf";;;;;;"F";"D";;;;18,00;;"E";20,00;"S";"W";"IR";;"NI";41,00;164,00;2,00;31,00;2,60;1985,00;12,40;800,00;6,00;6,00;1,00;3,00;0,00;0,00;3,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,00;;;;;;;884;
"0820  1050";"Racomitrium elongatum";"M";"Grim";60,00;"N";"Tf";"P";"";;;;;;"X";"D";;;;9,00;;"E";11,00;"S";"W";"IR";;"(NI)";52,00;92,00;;1,00;2,40;1635,00;13,40;1175,00;4,00;8,00;2,00;4,00;2,00;0,00;2,00;;;3,00;3,00;3,00;;;;;;;;;;;"1";;;;;;;;3,00;;;;;;3,00;;;;2,00;;"2";;2,00;3,00;;;;;;885;
"0820  1051";"Racomitrium ericoides";"M";"Grim";60,00;"N";"Tf";"P";"";;;;;;"O";"D";;;;9,00;;"E";12,00;"S";"W";"IR";;"NI";32,00;283,00;;33,00;2,90;1572,00;13,50;1340,00;5,00;7,00;2,00;4,00;2,00;0,00;2,00;;;3,00;3,00;3,00;;;;;;;;;;;"2";;;;;;;;3,00;;;;;;3,00;;;;2,00;;"2";;2,00;3,00;;;;;2,00;886;
"0820   523";"Racomitrium fasciculare";"M";"Grim";100,00;"N";"Mr";"P";"";;;;;;"F";"D";2,00;8,00;4,00;13,00;"8";"E";15,00;"S";"W";"IR";;"NI";53,00;962,00;;145,00;2,80;1478,00;13,30;1330,00;2,00;7,00;1,00;2,00;0,00;0,00;3,00;;"3";2,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,00;;;;"3";"3";3,00;887;"1"
"0820  1072";"Racomitrium heterostichum";"M";"Grim";50,00;"N";"Mr";"P";"";;;;;;"O";"D";3,00;;5,00;10,00;;"E";18,00;"S";"W";"IR";;"NI";52,00;383,00;;33,00;3,00;1505,00;13,80;730,00;2,00;7,00;1,00;2,00;0,00;0,00;3,00;;"3";;1,00;2,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;2,00;;;;;3,00;;;;"3";"3";3,00;888;"1"
"0820  1074";"Racomitrium himalayanum";"M";"Grim";40,00;"N";"Tf";"P";"";;;;;;"F";"D";;;;12,00;;;16,00;"S";;;;;41,00;2,00;;;-0,20;2316,00;11,30;1100,00;5,00;7,00;1,00;6,00;0,00;0,00;3,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,00;;;;;;;889;
"0820   525";"Racomitrium lanuginosum";"M";"Grim";150,00;"N";"Tf";"P";"We";;;;;;"O";"D";3,00;;6,00;8,00;;"E";12,00;"S";"W";"IR";;"NI";26,00;1051,00;;218,00;3,00;1450,00;13,40;1340,00;4,00;7,00;1,00;2,00;2,00;0,00;3,00;;"3";3,00;;;3,00;;;;;;;;;;;;;;;"3";"3";;3,00;;;"3";;;3,00;;;;;;;3,00;3,00;3,00;;;;"3";3,00;890;"1"
"0820  1075";"Racomitrium macounii";"M";"Grim";55,00;"N";"Cu";"P";"Tf";;;;;;"R";"D";;;;12,00;;"E";14,00;"S";"W";"IR";;;43,00;18,00;;3,00;1,10;1839,00;11,90;1180,00;6,00;6,00;1,00;4,00;0,00;0,00;3,00;;;;;;;;;;;;;;;;;;;;3,00;;;;;;;;;;;;;;;;;;3,00;;;;;;;891;
"0820  1076";"Racomitrium sudeticum";"M";"Grim";50,00;"N";"Cu";"P";"Tf";;;;;;"F";"D";;;;12,00;;"E";16,00;"S";"W";"IR";;"NI";26,00;109,00;;17,00;2,10;1892,00;12,60;1344,00;3,00;7,00;1,00;2,00;0,00;0,00;3,00;;;2,00;;;;;;;;;;;;;;;;;;;;;;;;"2";;;;;;;;;;3,00;3,00;;;;;"1";;892;
"0810   890";"Radula aquilegia";"L";"Radu";50,00;"N";"Ms";"P";"";;;;;;"R";"D";5,00;;11,00;30,00;;"E";56,00;"S";"W";"IR";;;80,00;139,00;;51,00;3,10;1999,00;12,90;920,00;6,00;5,00;2,00;4,00;0,00;0,00;3,00;;;;3,00;;1,00;;;;;;;1,00;;;;3,00;;;;;;;;;;;;;;;;3,00;;;;3,00;3,00;;;;;;;893;
"0810   891";"Radula carringtonii";"L";"Radu";40,00;"N";"Ms";"P";"";;;;;;"R";"D";8,00;;9,00;30,00;;;40,00;"S";;"IR";;;80,00;4,00;;12,00;4,50;1555,00;14,00;360,00;6,00;3,00;3,00;6,00;0,00;0,00;3,00;;;;;;;;;3,00;;;;;;;;2,00;;;;;;;;;;;;;;;;3,00;;;;;3,00;;;;;;;894;
"0810   892";"Radula complanata";"L";"Radu";30,00;"N";"Ms";"P";"";"F";;;;;"A";"M";1,00;;12,00;28,00;;"E";42,00;"S";"W";"IR";"CI";"NI";56,00;1238,00;4,00;232,00;3,40;1165,00;14,50;760,00;4,00;5,00;3,00;6,00;0,00;0,00;3,00;"3";"2";2,00;1,00;;;;1,00;;;;;3,00;;;;3,00;;;;;;;;;;;"3";"3";2,00;"3";"3";3,00;;;;;3,00;;;;;"2";;895;
"0810   893";"Radula holtii";"L";"Radu";20,00;"N";"Ms";"P";"";"R";;;;;"F";"M";5,00;;9,00;20,00;;;25,00;;;"IR";;;80,00;;;13,00;4,60;1399,00;14,10;330,00;8,00;2,00;3,00;5,00;0,00;0,00;3,00;;;;;;;;1,00;;;;;;;;;;;;3,00;;;;;;;;;;;;;;;;;;;;;;;;;896;
"0810   894";"Radula lindenbergiana";"L";"Radu";30,00;"N";"Ms";"P";"";"F";;;;;"R";"D";2,00;;8,00;28,00;;"E";38,00;"S";"W";"IR";"CI";"NI";43,00;165,00;2,00;15,00;2,50;1899,00;12,80;1200,00;5,00;6,00;3,00;6,00;0,00;1,00;3,00;"3";"1";;;;;;;;;;;1,00;;;;2,00;;;;;;;;;;;;;;;"2";1,00;;"1";;3,00;3,00;;;;;"1";;897;
"0810   895";"Radula voluta";"L";"Radu";50,00;"N";"Ms";"P";"";"X";;;;;"Nil";"D";;;;;;"E";;"S";"W";"IR";;;70,00;28,00;;19,00;3,30;1926,00;13,40;760,00;7,00;4,00;2,00;5,00;0,00;0,00;2,00;;;;3,00;;;;1,00;;;;;1,00;;;;;;;3,00;;;;;;;;;;;;;2,00;;;;;3,00;;;;;;;898;
"0810   896";"Reboulia hemisphaerica";"L";"Marc";40,00;"N";"Mt";"P";"";;;;;;"F";"M";3,00;;7,00;56,00;;"E";86,00;"S";"W";"IR";"CI";"NI";86,00;295,00;5,00;15,00;3,50;1259,00;14,50;590,00;4,00;6,00;4,00;6,00;0,00;0,00;;"2";;3,00;3,00;;;;;;;;;;;;;3,00;;;;;;;;;;;;;;;;;;;;3,00;3,00;;;;;"3";;899;
"0820   516";"Rhabdoweisia crenulata";"M";"Dicr";30,00;"N";"Cu";"P";"Tuft";;;;;;"A";"M";8,00;;8,00;18,00;;"E";24,00;"S";"W";"IR";;"NI";41,00;108,00;;21,00;2,50;2076,00;12,90;800,00;6,00;3,00;2,00;3,00;0,00;0,00;3,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,00;3,00;;;;;;;900;
"0820   517";"Rhabdoweisia crispata";"M";"Dicr";15,00;"N";"Cu";"P";"Tuft";;;;;;"A";"M";2,00;10,00;5,00;18,00;"10";"E";20,00;"S";"W";"IR";;"NI";42,00;200,00;;21,00;2,50;1896,00;13,10;950,00;5,00;4,00;2,00;3,00;0,00;0,00;3,00;;;2,00;3,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2,00;;;;3,00;3,00;;;;;;2,00;901;
"0820   518";"Rhabdoweisia fugax";"M";"Dicr";10,00;"N";"Cu";"P";"Tuft";;;;;;"A";"M";2,00;;8,00;14,00;;"E";20,00;"S";"W";"IR";;"NI";43,00;145,00;;6,00;2,40;1791,00;13,10;800,00;5,00;4,00;2,00;3,00;0,00;0,00;3,00;;"2";;3,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2,00;;;;3,00;3,00;;;;;"2";;902;
"0820  1017";"Rhizomnium magnifolium";"M";"Brya";70,00;"N";"Tf";"P";"";;;;;;"X";"M";;;;30,00;;;40,00;"S";;;;;43,00;22,00;;;-0,20;1967,00;11,00;1070,00;9,00;6,00;3,00;5,00;0,00;0,00;;;;3,00;;;;;;;;;;;;;;;;;;;;"3";;;;"3";;;;;;;;;;;;;;;;;;903;
"0820   388";"Rhizomnium pseudopunctatum";"M";"Brya";93,00;"N";"Tf";"P";"";;;;;;"F";"M";6,00;;6,00;30,00;;"E";50,00;"S";"W";"IR";;"NI";46,00;225,00;;16,00;2,50;1438,00;13,50;970,00;9,00;7,00;2,00;6,00;0,00;0,00;;;;3,00;;;;;;;;;;;"1";;;;;;;;;"3";;;;;;;;"3";;;;;;;;;;;;;;904;
"0820   389";"Rhizomnium punctatum";"M";"Brya";70,00;"N";"Tf";"P";"Tp";;;;;;"F";"D";2,00;;5,00;25,00;;"E";50,00;"S";"W";"IR";"CI";"NI";56,00;1909,00;5,00;206,00;3,20;1170,00;14,40;1165,00;8,00;5,00;4,00;5,00;1,00;0,00;3,00;;"3";3,00;;;;"2";3,00;;;;;3,00;"1";;;2,00;;;3,00;;"3";"3";;;;;;;;"3";;3,00;;"1";;;3,00;;;;;"2";;905;
"0820   527";"Rhodobryum roseum";"M";"Brya";35,00;"N";"Tuft";"P";"Ts";;;;;;"R";"D";2,00;;2,00;16,00;;"E";24,00;"S";"W";"IR";;"NI";56,00;217,00;;16,00;3,20;1123,00;14,50;820,00;5,00;6,00;2,00;6,00;0,00;0,00;;;;3,00;;3,00;;;;;;;;;;"3";;;;;;;;;3,00;;;;;;;;"2";2,00;;;;;3,00;;;;;;;906;
"0820   528";"Rhynchostegiella curviseta";"M";"Hypn";30,00;"N";"Ms";"P";"";;;;;;"F";"M";;;;13,00;;"E";16,00;;"(W)";"(IR)";"(CI)";"NI";91,00;90,00;;1,00;3,90;802,00;16,10;200,00;9,00;2,00;6,00;7,00;0,00;0,00;3,00;"3";"3";;;;;;;;;;;3,00;;;;;;;3,00;;;;;;;;;;;;"2";2,00;;;;;;;;;;"3";;907;
"0820   531.1";"Rhynchostegiella litorea";"M";"Hypn";30,00;"N";"Mr";"P";"";;;;;;"A";"M";;;;10,00;;"E";15,00;;;;;;91,00;19,00;;;3,80;703,00;16,40;150,00;4,00;3,00;5,00;8,00;0,00;0,00;3,00;;;;;;;;;;;;;3,00;;;;;;;;;;;;;;;;;;;"3";3,00;;;;;;;;;;;;908;
"0820   531.2";"Rhynchostegiella tenella";"M";"Hypn";40,00;"N";"Mr";"P";"Ms";;;;;;"A";"M";10,00;;4,00;10,00;;"E";15,00;"S";"W";"IR";"CI";"NI";92,00;903,00;;123,00;4,00;984,00;15,40;350,00;4,00;3,00;5,00;8,00;0,00;0,00;3,00;"3";"3";;3,00;;;;;;;;;1,00;;;;3,00;;;;;;;;;;;;;;;;3,00;;;;;3,00;;;;"3";"3";;909;
"0820   531";"Rhynchostegiella tenella s.l.";"M";"Hypn";40,00;"N";"Mr";"P";"Ms";;;;;;"A";"M";;;;10,00;;"E";15,00;"S";"W";"IR";"CI";"NI";92,00;1057,00;5,00;177,00;3,90;980,00;15,40;350,00;4,00;3,00;5,00;8,00;0,00;0,00;3,00;"3";"3";;3,00;;;;;;;;;2,00;;;;3,00;;;;;;;;;;;;;;;;3,00;;;;;3,00;;;;"3";"3";;910;
"0820   530";"Rhynchostegiella teneriffae";"M";"Hypn";30,00;"N";"Ms";"P";"";;;;;;"F";"M";10,00;4,00;10,00;13,00;"4";"E";16,00;"S";"W";"IR";"CI";"NI";92,00;233,00;5,00;20,00;3,40;1086,00;14,90;390,00;9,00;2,00;4,00;7,00;0,00;0,00;3,00;"3";"3";;;;;;;;;;;3,00;;;;;;;3,00;;;;;;;;;;;;;;;;;;;;;;;;;911;
"0820   244";"Rhynchostegium alopecuroides";"M";"Hypn";40,00;"N";"Ms";"P";"At";;;;;;"R";"M";1,00;;2,00;16,00;;"E";20,00;"S";"W";"IR";;"NI";71,00;70,00;;14,00;3,60;1569,00;14,00;450,00;11,00;5,00;3,00;4,00;0,00;0,00;3,00;;;;;;;;;;;;;;;;;;;"3";;;;;;;;;;;;;;;;;;;;;;;;;;912;
"0820   245";"Rhynchostegium confertum";"M";"Hypn";30,00;"N";"Mr";"P";"Ms";;;;;;"A";"M";11,00;;3,00;10,00;;"E";14,00;"S";"W";"IR";"CI";"NI";73,00;1570,00;8,00;93,00;3,70;932,00;15,40;500,00;5,00;4,00;6,00;7,00;0,00;0,00;3,00;;"3";3,00;;;;;3,00;;;;;3,00;;;;;;;;;;;;;;;;"3";;"3";"3";3,00;;"1";;;3,00;;;;"3";"3";;913;
"0820   246";"Rhynchostegium megapolitanum";"M";"Hypn";60,00;"N";"Mr";"P";"We";;;;;;"F";"M";11,00;;2,00;12,00;;"E";16,00;"S";"W";"IR";"CI";"NI";92,00;222,00;6,00;6,00;4,50;812,00;16,10;150,00;4,00;7,00;5,00;7,00;0,00;0,00;;;;3,00;;3,00;;;;;;;;;;"3";;3,00;;;;;;;3,00;;;;;;;;;;;;;;;;;;;;3,00;914;
"0820   248";"Rhynchostegium murale";"M";"Hypn";40,00;"N";"Mr";"P";"";;;;;;"A";"M";11,00;;4,00;12,00;;"E";16,00;"S";"W";"IR";"CI";"NI";73,00;784,00;2,00;28,00;3,50;907,00;15,40;730,00;5,00;4,00;5,00;7,00;0,00;0,00;3,00;;"3";3,00;;;;;1,00;;;;;3,00;;;;;;;;;;;;;;;;;;;"2";3,00;;;;;3,00;;;;;"3";;915;
"0820   251";"Rhynchostegium riparioides";"M";"Hypn";112,00;"N";"Ms";"P";"At";;;;;;"F";"M";9,00;;3,00;16,00;;"E";22,00;"S";"W";"IR";"CI";"NI";86,00;1770,00;7,00;180,00;3,40;1113,00;14,60;1100,00;10,00;4,00;6,00;6,00;0,00;0,00;3,00;;"3";1,00;;;;;;;;;;3,00;;;;;"3";"3";;;;"2";;;;;;;;;;;;;;;;;;;;"3";;916;
"0820   252";"Rhynchostegium rotundifolium";"M";"Hypn";40,00;"NA";"Mr";"P";"";;;;;;"A";"M";;;;14,00;;"E";16,00;;;;;;73,00;2,00;;;3,90;829,00;16,20;230,00;5,00;5,00;5,00;8,00;0,00;0,00;3,00;;"3";;;;;;;;;;;3,00;;;;;;;;;;;;;;;;;;;"3";;;;;;;;;;;"3";;917;
"0820   532";"Rhytidiadelphus loreus";"M";"Hypn";217,00;"N";"We";"P";"";;;;;;"R";"D";2,00;;4,00;14,00;;"E";18,00;"S";"W";"IR";"CI";"NI";52,00;1191,00;2,00;190,00;3,00;1389,00;13,60;1225,00;6,00;5,00;2,00;2,00;0,00;0,00;3,00;;;3,00;;;;;3,00;;;;;;;;;;;;;"3";"3";;3,00;;;"3";;;3,00;;"3";3,00;;"3";;3,00;3,00;;;;;;;918;
"0820   533";"Rhytidiadelphus squarrosus";"M";"Hypn";138,00;"N";"We";"P";"";;;;;;"R";"D";2,00;;3,00;12,00;;"E";17,00;"S";"W";"IR";"CI";"NI";53,00;2321,00;7,00;386,00;3,40;1121,00;14,50;1225,00;5,00;7,00;4,00;5,00;2,00;0,00;;;"1";3,00;;3,00;;;;;;;;1,00;"3";"3";;2,00;;;;;;;3,00;"3";3,00;"3";"3";"3";3,00;;"3";3,00;;"3";;;2,00;2,00;1,00;3,00;;"2";3,00;919;"1"
"0820  1044";"Rhytidiadelphus subpinnatus";"M";"Hypn";120,00;"N";"We";"P";"";;;;;;"X";"D";;;;20,00;;"E";20,00;;"W";"IR";;;46,00;5,00;;1,00;3,70;1610,00;14,60;120,00;6,00;5,00;3,00;4,00;0,00;0,00;;;;3,00;;;;;1,00;;;;;;;;;;;;;;;;;;3,00;;;;;;;3,00;;;;;;;;;;;;920;
"0820   534";"Rhytidiadelphus triquetrus";"M";"Hypn";200,00;"N";"We";"P";"";;;;;;"R";"D";2,00;;2,00;14,00;;"E";21,00;"S";"W";"IR";"CI";"NI";56,00;1591,00;4,00;286,00;3,30;1194,00;14,20;980,00;6,00;6,00;3,00;6,00;1,00;0,00;;;;3,00;;3,00;;;;;;;;;;"3";;;;;;;"1";;3,00;;;"3";;"3";;;;3,00;;"1";;;3,00;;;;;;;921;
"0820   535";"Rhytidium rugosum";"M";"Hypn";100,00;"N";"We";"P";"Mr";;;;;;"X";"D";;;;16,00;;"E";16,00;"S";"W";;;"NI";26,00;55,00;;2,00;2,00;1552,00;13,30;915,00;4,00;8,00;2,00;7,00;0,00;0,00;;;;3,00;3,00;3,00;;;;;;;;;;"2";;;;;;;;;3,00;;;;;;;;;;;;;;3,00;;;;;;;922;
"0810   902";"Riccardia chamedryfolia";"L";"Metz";40,00;"N";"Mt";"P";"Sc";"O";;;;;"F";"M";2,00;;8,00;15,00;;"E";22,00;"S";"W";"IR";"CI";"NI";53,00;1128,00;4,00;177,00;3,50;1203,00;14,40;950,00;9,00;6,00;3,00;6,00;1,00;0,00;3,00;"2";"3";3,00;2,00;3,00;;;3,00;;;;;3,00;;"3";;;;;3,00;;"3";"3";;;3,00;;;;2,00;;;;2,00;;;;3,00;3,00;2,00;;;"3";3,00;923;
"0810   897";"Riccardia incurvata";"L";"Metz";15,00;"N";"Sc";"P";"";"F";;;;;"R";"D";4,00;;7,00;20,00;;"E";25,00;"S";"W";"IR";;"NI";43,00;102,00;;19,00;3,00;1418,00;13,40;670,00;8,00;8,00;2,00;5,00;0,00;0,00;3,00;;;3,00;;3,00;;;;;;;;;;"3";;;;;3,00;;"3";"3";;;;;;;;;;;;;;;;3,00;;;;;3,00;924;
"0810   898";"Riccardia latifrons";"L";"Metz";15,00;"N";"Mt";"P";"";"R";;;;;"F";"M";3,00;;8,00;16,00;;"E";24,00;"S";"W";"IR";"CI";"NI";56,00;265,00;1,00;100,00;3,50;1419,00;13,60;880,00;8,00;7,00;1,00;1,00;0,00;0,00;;;;1,00;1,00;1,00;3,00;"3";3,00;3,00;;;;;;;;;;;;"3";"3";"2";;;;;;;1,00;;;2,00;;;;;1,00;;;;;;1,00;925;
"0810   899";"Riccardia multifida";"L";"Metz";25,00;"N";"Mt";"P";"";"R";;;;;"F";"M";2,00;10,00;7,00;14,00;"10";"E";19,00;"S";"W";"IR";"CI";"NI";56,00;791,00;3,00;106,00;3,10;1379,00;13,80;975,00;9,00;7,00;2,00;5,00;0,00;0,00;3,00;;;3,00;;3,00;3,00;"3";;;;2,00;;;;"3";;3,00;;;3,00;;"3";"3";;;3,00;;;;2,00;;;1,00;;"1";;;3,00;3,00;;;;;3,00;926;
"0810   900";"Riccardia palmata";"L";"Metz";15,00;"N";"Mt";"P";"";"F";;;;;"F";"D(M)";3,00;;8,00;12,00;;"E";16,00;"S";"W";"IR";;"NI";46,00;321,00;;76,00;2,80;1679,00;12,90;600,00;7,00;4,00;2,00;2,00;0,00;0,00;;;;1,00;3,00;;3,00;"3";3,00;;;;;;;;;3,00;;;;;"1";;;;;;;;3,00;;;3,00;;;;3,00;3,00;;;;;;;927;
