"BRC_num";"taxon_name";"ML";"ord";"len";"stat";"lf1";"per";"lf2";"gem";"tub";"bra";"bul";"lvs";"fr";"sex";"spbeg";"spbeg2";"spend";"sp1";"spend2";"e";"sp2";"sc";"w";"ir";"ci";"ni";"elem";"gbno";"cino";"irno";"tjan";"prec";"tjul";"alt";"f_indicatie";"l_indicatie";"n_indicatie";"r_indicatie";"hm_indicatie";"s_indicatie";"rh";"rs";"rw";"so";"sr";"gs";"pt";"dv";"dw";"br";"da";"en";"aq";"ew";"a2";"b1";"b2";"b3";"c1";"c2";"c3";"d1";"d2";"d4";"e1";"e2";"e3";"e4";"e7";"f3";"f4";"f9";"fa";"g1";"g1r";"g3";"g3r";"h2";"h3";"h5";"i1";"i2";"j1";"j2";"j3";"id";"j4"
"0810   825";"Lophozia wenzelii";"L";"Jung";20,00;"N";"Ms";"P";"";"F";;;;;"X";"D";;;;10,00;;"E";10,00;"S";;;;;16,00;4,00;;;0,60;2104,00;11,40;1100,00;7,00;5,00;1,00;3,00;0,00;0,00;;;;3,00;;;;;;;;;;;;;;;;;;;"3";;;;;"3";;;;;;;;;;;;;;;;;;642;
"0810   826";"Lunularia cruciata";"L";"Marc";40,00;"N";"Mt";"P";"";"F";;;;;"R";"D";8,00;;11,00;15,00;;"E";21,00;"S";"W";"IR";"CI";"NI";92,00;1392,00;8,00;111,00;3,70;931,00;15,30;390,00;7,00;4,00;7,00;7,00;1,00;0,00;3,00;"3";"3";3,00;3,00;1,00;;;2,00;;;;;2,00;;"1";;;;;3,00;;;;;;;;;"2";;;;;2,00;;;;3,00;3,00;;3,00;"3";"3";2,00;643;"2"
"0810   827";"Marchantia polymorpha";"L";"Marc";100,00;"N";"Mt";"P";"";"F";;;;;"O";"D";6,00;;11,00;10,00;;"E";16,00;"S";"W";"IR";"CI";"NI";56,00;1200,00;1,00;78,00;3,20;998,00;14,70;1100,00;8,00;7,00;5,00;6,00;1,00;0,00;2,00;;"3";3,00;3,00;3,00;3,00;;;2,00;;;;;;"2";;;;;3,00;"2";"3";"2";2,00;;;"3";;;2,00;;"2";2,00;;;;;3,00;3,00;3,00;3,00;;"3";3,00;644;
"0810   827.4";"Marchantia polymorpha subsp. montivagans";"L";"Marc";100,00;"N";"Mt";"P";"";"F";;;;;"R";"D";;;;12,00;;"E";14,00;"S";"W";"IR";;;26,00;17,00;;1,00;1,80;1126,00;13,30;1100,00;8,00;7,00;4,00;6,00;0,00;0,00;;;;3,00;3,00;3,00;;;;;;;;;;"3";;;;;3,00;;"3";"3";;;;"3";;;;;;;;;;;3,00;;;;;;;645;
"0810   827.5";"Marchantia polymorpha subsp. polymorpha";"L";"Marc";150,00;"N";"Mt";"P";"";"O";;;;;"R";"D";;;;10,00;;"E";15,00;"S";"W";"IR";;"NI";53,00;154,00;;8,00;3,10;1031,00;14,70;630,00;9,00;7,00;4,00;6,00;1,00;0,00;2,00;;"2";3,00;3,00;2,00;2,00;;;2,00;;;;;;;;;;;3,00;"3";"3";"3";;;;;;;;;;;;;;;;;;1,00;;;2,00;646;
"0810   827.6";"Marchantia polymorpha subsp. ruderalis";"L";"Marc";50,00;"N";"Mt";"P";"";"F";;;;;"O";"D";;;;10,00;;"E";15,00;"S";"W";"IR";"CI";"NI";56,00;223,00;;9,00;3,60;849,00;15,40;500,00;7,00;6,00;7,00;6,00;0,00;0,00;;;"3";3,00;;3,00;3,00;;1,00;;;;;;;;;;;;2,00;;;;2,00;;;;;;2,00;;;2,00;;;;;;3,00;3,00;3,00;;"3";3,00;647;
"0810   828";"Marchesinia mackaii";"L";"Pore";50,00;"N";"Ms";"P";"";;;;;;"F";"M";4,00;;9,00;;;"E";;"S";"W";"IR";;"NI";81,00;185,00;;77,00;4,10;1440,00;14,20;500,00;5,00;3,00;3,00;7,00;0,00;0,00;3,00;;"1";;3,00;;;;1,00;;;;;3,00;;;;3,00;;;;;;;;;;;;;;;;3,00;;;;;3,00;;;;;"1";;648;
"0810   829";"Marsupella adusta";"L";"Jung";6,00;"N";"Tf";"P";"";;;;;;"F";"M";5,00;;10,00;7,00;;"E";12,00;"S";"W";"IR";;"NI";22,00;43,00;;6,00;1,10;2145,00;11,80;1220,00;5,00;7,00;1,00;3,00;0,00;0,00;2,00;"3";;2,00;;;;;;;;;;;;;;;;;3,00;;;;;;;"3";;;;;;;;;;3,00;3,00;;;;;;;649;
"0810   830";"Marsupella alpina";"L";"Jung";15,00;"N";"Ms";"P";"Tf";;;;;;"O";"D";6,00;;9,00;10,00;;"E";11,00;"S";"W";;;;12,00;35,00;;;0,50;2127,00;11,40;1340,00;7,00;7,00;1,00;2,00;0,00;0,00;3,00;"2";;1,00;;;;;;;;;;;;;;;;;3,00;;;;;;;"3";;;;;;;;;;3,00;3,00;;;;;;;650;
"0810  1351";"Marsupella arctica";"L";"Jung";30,00;"N";"We";"P";"";;;;;;"Nil";"D";;;;;;;;"S";;;;;16,00;2,00;;;-1,60;1355,00;10,30;1120,00;9,00;6,00;1,00;3,00;0,00;0,00;;;;3,00;;;;;;;;;;;;;;;;;;;;;;;;"3";;;;;;;;;;3,00;;;;;;;;651;
"0810   832";"Marsupella boeckii";"L";"Jung";10,00;"N";"We";"P";"";;;;;;"R";"D";7,00;;9,00;10,00;;;18,00;"S";;;;;16,00;4,00;;;-0,40;2049,00;10,90;1100,00;7,00;6,00;1,00;3,00;0,00;0,00;3,00;;;;3,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,00;;;;;;;652;
"0810   841";"Marsupella brevissima";"L";"Jung";8,00;"N";"Tf";"P";"Ms";;;;;;"F";"M";6,00;;10,00;8,00;;;15,00;"S";;;;;13,00;31,00;;;-0,20;2156,00;10,90;1335,00;7,00;8,00;1,00;2,00;0,00;0,00;;;;3,00;2,00;;;;;;;;;;;;;;;;;;;;;;;"3";;;;;;;;;;;;;;;;;;653;
"0810   833";"Marsupella condensata";"L";"Jung";20,00;"N";"Tf";"P";"Ms";;;;;;"O";"D";8,00;;9,00;10,00;;;13,00;"S";;;;;13,00;10,00;;;-1,20;1794,00;10,40;1240,00;7,00;8,00;1,00;2,00;0,00;0,00;;;;3,00;;;;;;;;;;;;;;;;;;;;;;;;"3";;;;;;;;;;;;;;;;;;654;
"0810   831";"Marsupella emarginata";"L";"Jung";50,00;"N";"Tf";"P";"At";;;;;;"F";"D";1,00;;9,00;9,00;;"E";20,00;"S";"W";"IR";"CI";"NI";53,00;834,00;2,00;126,00;2,80;1538,00;13,30;1220,00;8,00;6,00;1,00;3,00;2,00;0,00;3,00;;"1";3,00;;3,00;;;;;;;;;;;;3,00;"3";"3";3,00;;"3";;;;;"3";;;;;;3,00;3,00;"2";;;3,00;3,00;;;;"3";3,00;655;
"0810   831.1";"Marsupella emarginata var. aquatica";"L";"Jung";80,00;"N";"At";"P";"Tf";;;;;;"F";"D";3,00;;7,00;;;"E";20,00;"S";"W";"IR";;"NI";53,00;56,00;;16,00;3,00;1841,00;13,50;1070,00;10,00;7,00;1,00;3,00;0,00;0,00;3,00;;;;;;;;;;;;;;;;;;"3";"3";3,00;;;;;;;;;;;;;;;;;;;;;;;;;656;
"0810   834";"Marsupella emarginata var. emarginata";"L";"Jung";20,00;"N";"Tf";"P";"Ms";;;;;;"F";"D";1,00;;9,00;9,00;;"E";13,00;"S";"W";"IR";"CI";"NI";53,00;782,00;2,00;120,00;2,80;1552,00;13,30;1220,00;8,00;6,00;1,00;3,00;2,00;0,00;3,00;;"1";3,00;3,00;3,00;;;;;;;;;;;;3,00;;;3,00;;"3";;;;;"3";;;;;;3,00;3,00;"2";;3,00;3,00;3,00;;;;"3";3,00;657;
"0810   831.2";"Marsupella emarginata var. pearsonii";"L";"Jung";60,00;"N";"Ms";"P";"";;;;;;"R";"D";4,00;;9,00;;;"E";;"S";"W";"IR";;"NI";53,00;16,00;;5,00;1,90;1940,00;12,40;860,00;10,00;8,00;1,00;3,00;0,00;0,00;3,00;;;;;;;;;;;;;;;;;;;"3";3,00;;;;;;;;;;;;;;;;;;;;;;;;;658;
"0810   835";"Marsupella funckii";"L";"Jung";10,00;"N";"Tf";"P";"Ms";;;;;;"R";"D";3,00;;7,00;7,00;;"E";10,00;"S";"W";"IR";"CI";"NI";52,00;149,00;3,00;13,00;2,50;1815,00;12,90;670,00;6,00;7,00;1,00;3,00;2,00;0,00;1,00;;;3,00;3,00;;;;;;;;;;;;;;;;;;;;;;;;;;3,00;;;;2,00;;;;3,00;3,00;;;;"3";3,00;659;
"0810   985";"Marsupella profunda";"L";"Jung";8,00;"N";"Tf";"P";"";;;;;;"A";"M";1,00;;5,00;;;"E";;;;;;;81,00;5,00;;;6,20;1191,00;15,50;280,00;7,00;7,00;1,00;3,00;0,00;0,00;;"3";;3,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,00;660;
"0810   836";"Marsupella sparsifolia";"L";"Jung";10,00;"N";"Tf";"P";"";;;;;;"F";"M";6,00;;9,00;10,00;;;12,00;"S";;;;;16,00;3,00;;;-2,00;1386,00;9,90;1150,00;9,00;7,00;1,00;3,00;0,00;0,00;3,00;;;3,00;;3,00;;;;;;;;;;;;;;;3,00;;;;;;;;;;;;;;;;;;3,00;;;;;;;661;
"0810   837";"Marsupella sphacelata";"L";"Jung";20,00;"N";"We";"P";"Mr";;;;;;"O";"D";5,00;;8,00;9,00;;"E";12,00;"S";"W";"IR";;"NI";23,00;65,00;;6,00;1,30;2020,00;11,90;1225,00;9,00;7,00;1,00;3,00;0,00;0,00;3,00;;;3,00;3,00;3,00;;;;;;;;;;;;;;"3";3,00;;"3";;;;;"3";;;;;;;;;;;3,00;;;;;;;662;
"0810   838";"Marsupella sprucei";"L";"Jung";5,00;"N";"Tf";"P";"";;;;;;"A";"M";1,00;;12,00;8,00;;"E";13,00;"S";"W";"IR";;"NI";26,00;119,00;;8,00;1,80;1900,00;12,50;1335,00;8,00;6,00;1,00;3,00;0,00;0,00;;"3";;3,00;3,00;;;;;;;;;;;;;;;;;;"3";;;;;"3";;;;;;2,00;;;;3,00;3,00;;;;;;3,00;663;
"0810   839";"Marsupella stableri";"L";"Jung";10,00;"N";"Ms";"P";"";;;;;;"R";"D";8,00;;9,00;10,00;;"E";15,00;"S";"W";;;;12,00;35,00;;;0,40;2295,00;11,30;1200,00;6,00;6,00;1,00;3,00;0,00;0,00;3,00;"3";;3,00;3,00;3,00;;;;;;;;;;;;;;;;;"3";;;;;"3";;;;;;;;;;3,00;3,00;;;;;;;664;
"0810   842";"Mastigophora woodsii";"L";"Lepi";120,00;"N";"We";"P";"";;;;;;"Nil";"Nil";;;;;;;;"S";;"IR";;;41,00;63,00;;13,00;2,30;2175,00;12,10;1000,00;6,00;5,00;2,00;3,00;0,00;0,00;;;;3,00;;;;;;;;;;;;;;;;;;;;;;;;"3";;"3";;;;;;;;3,00;3,00;;;;;;;665;
"0820   376";"Meesia triquetra";"M";"Spla";50,00;"N";"Tf";"P";"";;;;;;"X";"D";;;;33,00;;;38,00;;;"IR";;;26,00;;;1,00;3,90;1450,00;13,60;90,00;9,00;7,00;2,00;6,00;0,00;0,00;;;;3,00;;;;;;;;;;;;;;;;;;;;"3";;;;;;;;;;;;;;;;;;;;;;666;
"0820   377";"Meesia uliginosa";"M";"Spla";35,00;"N";"Tf";"P";"";;;;;;"A";"M";;;;40,00;;"E";50,00;"S";"W";"IR";;;26,00;58,00;;1,00;1,00;1717,00;11,90;990,00;8,00;8,00;2,00;6,00;0,00;0,00;3,00;"3";;;;3,00;;;;;;;;;;"3";;;;;3,00;;;;;;;;;;;;;;;;;;;;;;;;;667;
"0810   843";"Metzgeria conjugata";"L";"Metz";20,00;"N";"We";"P";"Mt";;;;;;"F";"M";4,00;;10,00;18,00;;"E";26,00;"S";"W";"IR";;"NI";53,00;453,00;;77,00;3,00;1633,00;13,50;800,00;5,00;4,00;3,00;5,00;0,00;0,00;3,00;"3";"1";2,00;2,00;;;;;;;;;3,00;;;;3,00;;;;;;;;;;;;;;;;3,00;;;;3,00;3,00;;;;;"1";;668;
"0810  1043";"Metzgeria fruticulosa";"L";"Metz";10,00;"N";"Mt";"P";"";"F";;;;;"R";"D";5,00;8,00;5,00;19,00;"9";"E";28,00;"S";"W";"IR";"CI";"NI";72,00;658,00;1,00;90,00;3,90;1006,00;15,20;450,00;5,00;5,00;5,00;6,00;0,00;0,00;1,00;;"1";;;;;;1,00;;;1,00;;3,00;;;;;;;1,00;;;;;;;;"3";"3";;"3";"3";3,00;;"1";;;1,00;;;;;;;669;
"0810   844";"Metzgeria fruticulosa s.l.";"L";"Metz";25,00;"N";"Mt";"P";"";"F";;;;;"R";"D";5,00;8,00;5,00;19,00;"9";"E";28,00;"S";"W";"IR";"CI";"NI";72,00;841,00;1,00;120,00;3,80;1105,00;15,00;480,00;5,00;5,00;4,00;5,00;0,00;0,00;2,00;;"1";;;;;;1,00;;;1,00;;3,00;;;;;;;1,00;;;;;;;;;"3";;"3";;3,00;;"1";;;;;;;;;;670;
"0810   845";"Metzgeria furcata";"L";"Metz";25,00;"N";"Mt";"P";"";"F";;;;;"F";"D";1,00;;12,00;21,00;;"E";32,00;"S";"W";"IR";"CI";"NI";53,00;1772,00;9,00;303,00;3,50;1122,00;14,70;600,00;4,00;5,00;3,00;5,00;0,00;0,00;3,00;"3";"2";2,00;3,00;2,00;;;1,00;;;;;3,00;;"2";;3,00;;;;;;;;;;;"3";"3";;"3";"3";3,00;;"1";;;3,00;;;;;"3";;671;
"0810   846";"Metzgeria leptoneura";"L";"Metz";100,00;"N";"We";"P";"";"O";;;;;"X";"D";;;;15,00;;"E";24,00;"S";"W";"IR";;"NI";80,00;131,00;;25,00;2,80;2113,00;12,80;930,00;7,00;5,00;2,00;5,00;0,00;0,00;3,00;;;2,00;;;2,00;;;;;;;;;;;;;;3,00;;;;;;;;;;;;;2,00;;;;3,00;3,00;;;;;;;672;
"0810   969";"Metzgeria temperata";"L";"Metz";25,00;"N";"Mt";"P";"";"F";;;;;"X";"D";;;;18,00;;"E";21,00;"S";"W";"IR";"CI";"NI";72,00;473,00;1,00;44,00;3,90;1257,00;15,00;480,00;5,00;5,00;3,00;5,00;0,00;0,00;3,00;;;;;;;;1,00;;;;;3,00;;;;;;;;;;;;;;;;"3";;"3";;3,00;;"1";;3,00;3,00;;;;;"2";;673;
"0820   433";"Microbryum curvicolle";"M";"Pott";2,00;"N";"Ts";"A";"";;;;;;"A";"M";3,00;;3,00;24,00;;"E";28,00;"S";"W";"IR";;;92,00;142,00;;1,00;3,70;742,00;15,90;490,00;3,00;8,00;2,00;9,00;0,00;0,00;;;;3,00;3,00;;;;;;;;;;;;;2,00;;;;;;;3,00;;;;;;;;;;;;;;3,00;3,00;2,00;;;"2";3,00;674;
"0820  1781";"Microbryum davallianum";"M";"Pott";1,30;"N";"Ts";"A";"Tf";;;;;;"A";"M";1,00;;12,00;31,00;;"E";40,00;"S";"W";"IR";"CI";"NI";92,00;488,00;1,00;19,00;4,00;794,00;15,90;365,00;3,00;8,00;5,00;7,00;0,00;0,00;;;;3,00;3,00;2,00;;;;;;;;;;"3";;3,00;;;;;;;3,00;;;;;;;;;;2,00;;;;3,00;3,00;3,00;;;"2";3,00;675;
"0820   435";"Microbryum floerkeanum";"M";"Pott";1,20;"N";"Ts";"A";"";;;;;;"A";"M";8,00;;10,00;15,00;;"E";25,00;;"W";;;;73,00;118,00;;;3,50;707,00;16,10;220,00;5,00;8,00;4,00;8,00;0,00;0,00;;;;3,00;;;;;;;;;;;;;;;;;;;;;3,00;;;;;;;;;;2,00;;;;;;3,00;2,00;;;3,00;676;
"0820   499";"Microbryum rectum";"M";"Pott";0,90;"N";"Ts";"A";"";;;;;;"A";"M";10,00;;4,00;23,00;;"E";30,00;"S";"W";"IR";"(CI)";;91,00;276,00;;15,00;4,20;851,00;15,90;290,00;3,00;8,00;3,00;7,00;0,00;0,00;;;;3,00;3,00;;;;;;;;;;;"2";;3,00;;;;;;;3,00;;;;;;;;;;;;;;3,00;3,00;3,00;;;;3,00;677;
"0820   500.2";"Microbryum starckeanum";"M";"Pott";2,00;"N";"Ts";"A";"Tf";;;;;;"A";"M";11,00;;5,00;19,00;;"E";42,00;"S";"W";"IR";"CI";"(NI)";92,00;83,00;2,00;2,00;5,00;954,00;15,70;360,00;3,00;8,00;3,00;7,00;2,00;1,00;;;"1";3,00;3,00;;;;;;;;;;;;;3,00;;;;;;;3,00;;;;;"1";;;;;1,00;;;;;3,00;3,00;;;"3";3,00;678;
"0820   500";"Microbryum starckeanum s.l.";"M";"Pott";2,00;"N";"Ts";"A";"Tf";;;;;;"A";"M";;;;19,00;;"E";42,00;"S";"W";"IR";"CI";"NI";92,00;519,00;3,00;21,00;4,00;803,00;15,90;365,00;3,00;8,00;4,00;7,00;0,00;0,00;;;"1";3,00;3,00;2,00;;;;;;;;;;"3";;3,00;;;;;;;3,00;;;;;"1";;;;;2,00;;;;;3,00;3,00;;;"3";3,00;679;
"0810   804";"Microlejeunea ulicina";"L";"Pore";6,00;"N";"Ms";"P";"Sc";;;"F";;;"Nil";"D";;;;;;"E";;"S";"W";"IR";"CI";"NI";72,00;725,00;3,00;139,00;3,90;1336,00;14,70;460,00;5,00;5,00;3,00;5,00;0,00;0,00;2,00;;;1,00;;;;;;;;3,00;;3,00;"1";;;2,00;;;;;;;;;;;"3";"3";3,00;"3";"3";3,00;;"2";;;2,00;;;;;;;680;
"0820   400";"Micromitrium tenerum";"M";"Pott";1,50;"N";"Tp";"A";"";;;;;;"A";"M";;;;20,00;;"E";30,00;;"W";;;;72,00;4,00;;;4,50;949,00;15,90;125,00;8,00;8,00;5,00;5,00;0,00;0,00;;;;3,00;;;;;;;;;;;;;;;;;3,00;;;;;;;;;;;;;;;;;;;;;;;;;681;
"0820   378";"Mielichhoferia elongata";"M";"Brya";15,00;"NA";"Tf";"P";"";;;;;;"R";"D";;;;17,00;;"E";20,00;"S";;;;;42,00;4,00;;;1,40;1246,00;12,40;820,00;7,00;4,00;1,00;1,00;5,00;0,00;;"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,00;;;;;;;682;
"0820  1006";"Mielichhoferia mielichhoferiana";"M";"Brya";15,00;"NA";"Tf";"P";"";;;;;;"X";"D";;;;12,00;;;15,00;"S";;;;;43,00;2,00;;;-0,60;2184,00;11,00;830,00;6,00;4,00;1,00;2,00;5,00;0,00;;;;3,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,00;;;;;;;683;
"0820   384";"Mnium ambiguum";"M";"Brya";70,00;"N";"Tf";"P";"";;;;;;"R";"D";;;;22,00;;;34,00;"S";;;;;46,00;6,00;;;-0,40;2198,00;11,20;1205,00;6,00;4,00;3,00;7,00;0,00;0,00;3,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,00;;;;;;;684;
"0820   382";"Mnium hornum";"M";"Brya";70,00;"N";"Tf";"P";"Tuft";;;;;;"F";"D";3,00;;5,00;26,00;;"E";35,00;"S";"W";"IR";"CI";"NI";73,00;2304,00;8,00;301,00;3,40;1129,00;14,50;976,00;5,00;4,00;4,00;4,00;1,00;0,00;3,00;;;3,00;;3,00;3,00;"2";3,00;;;;;3,00;"2";"3";;3,00;;;1,00;;"3";;;;;;"3";"3";3,00;"3";"3";3,00;;"3";;3,00;3,00;;;;;;2,00;685;
"0820  1080";"Mnium marginatum";"M";"Brya";40,00;"N";"Tf";"P";"Tuft";;;;;;"F";"M(D)";;;;24,00;;"E";34,00;"S";"W";"IR";;"NI";56,00;192,00;;11,00;2,30;1554,00;13,30;1170,00;6,00;3,00;4,00;7,00;0,00;0,00;3,00;"3";;3,00;;;;;;;;;;2,00;;;;;;;2,00;;;;;;;;;;;;;1,00;;;;;3,00;;;;;;;686;
"0820   390";"Mnium marginatum var. dioicum";"M";"Brya";40,00;"N";"Tf";"P";"Tuft";;;;;;"Nil";"D";;;;;;"E";;"(S)";"W";;;;53,00;2,00;;;2,70;1127,00;14,20;230,00;6,00;3,00;4,00;7,00;0,00;0,00;3,00;;;3,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,00;;;;;;;687;
"0820   385";"Mnium marginatum var. marginatum";"M";"Brya";40,00;"N";"Tf";"P";"Tuft";;;;;;"F";"M";5,00;;5,00;24,00;;"E";34,00;"S";"W";"IR";;"NI";56,00;174,00;;11,00;2,20;1600,00;13,10;480,00;6,00;3,00;4,00;7,00;0,00;0,00;3,00;"3";;3,00;;;;;;;;;;2,00;;;;;;;2,00;;;;;;;;;;;;;1,00;;;;;3,00;;;;;;;688;
"0820   393";"Mnium spinosum";"M";"Brya";80,00;"N";"Tf";"P";"";;;;;;"R";"D";;;;20,00;;;28,00;"S";;;;;46,00;9,00;;;-0,60;2023,00;11,00;1100,00;6,00;4,00;3,00;7,00;0,00;0,00;3,00;;;3,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,00;;;;;;;689;
"0820   394";"Mnium stellare";"M";"Brya";60,00;"N";"Tf";"P";"";;;;;;"R";"D";;;;20,00;;"E";30,00;"S";"W";"IR";;"NI";56,00;520,00;;20,00;2,90;1264,00;14,20;580,00;6,00;2,00;4,00;7,00;0,00;0,00;3,00;"3";"3";3,00;3,00;;;;;;;;;;;;;;;;;;;;3,00;;;;;;;;"3";3,00;;;;;3,00;;;;;"3";;690;
"0820   387";"Mnium thomsonii";"M";"Brya";60,00;"N";"Tf";"P";"";;;;;;"R";"D";;;;25,00;;"E";36,00;"S";"W";"IR";;"NI";26,00;57,00;;8,00;1,10;1973,00;12,10;1180,00;6,00;4,00;3,00;7,00;0,00;0,00;3,00;;;;3,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,00;;;;;;;691;
"0810   849";"Moerckia blyttii";"L";"Metz";25,00;"N";"Mt";"P";"";;;;;;"F";"D";7,00;;9,00;30,00;;;46,00;"S";;;;;14,00;44,00;;;-0,20;2159,00;10,80;1220,00;7,00;6,00;1,00;3,00;0,00;0,00;;;;3,00;;;3,00;;;;;;;;;;;;;;3,00;;;;;;;"3";;;;;;;;;;3,00;3,00;;;;;;;692;
"0810   850";"Moerckia hibernica";"L";"Metz";35,00;"N";"Mt";"P";"";;;;;;"F";"D";3,00;;5,00;32,00;;"E";52,00;"S";"W";"IR";;"NI";43,00;81,00;;20,00;3,10;1179,00;13,90;800,00;8,00;7,00;2,00;7,00;0,00;0,00;;;;3,00;3,00;3,00;3,00;;;3,00;;;;;;"3";;;;;2,00;;;"3";;;3,00;;;;;;;;;;;;2,00;;;;;;2,00;693;
"0820   655";"Molendoa warburgii";"M";"Pott";10,00;"N";"Tf";"P";"";"F";;;;;"R";"D";;;;;;;;"S";"W";"IR";;;41,00;128,00;;1,00;1,70;2179,00;12,00;1070,00;8,00;5,00;2,00;7,00;0,00;0,00;2,00;"3";;;;;;;;;;;;;;;;;;;3,00;;;;;;;;;;;;;;;;;;3,00;;;;;;;694;
"0810   852";"Mylia anomala";"L";"Jung";30,00;"N";"Ms";"P";"Sc";"F";;;;;"R";"D";;;;15,00;;"E";20,00;"S";"W";"IR";;"NI";46,00;487,00;;98,00;2,90;1364,00;13,60;1070,00;9,00;7,00;1,00;1,00;0,00;0,00;;;;;2,00;;3,00;;2,00;3,00;;;;;;;;;;;;"3";"3";;;;;;;;3,00;;;2,00;;;;;3,00;;;;;;;695;
"0810   854";"Mylia taylorii";"L";"Jung";60,00;"N";"Tuft";"P";"Ms";"F";;;;;"O";"D";7,00;;8,00;17,00;;"E";21,00;"S";"W";"IR";;"NI";42,00;501,00;;94,00;2,50;1704,00;12,80;1226,00;7,00;6,00;2,00;2,00;0,00;0,00;2,00;;;3,00;3,00;;3,00;;2,00;2,00;;;;2,00;;;;3,00;;;;"3";;;;;;"3";;;3,00;;;3,00;;;;3,00;3,00;;;;;;;696;
"0820   396";"Myrinia pulvinata";"M";"Hypn";30,00;"N";"Mr";"P";"";;;;;;"A";"M";;;;12,00;;"E";20,00;"S";"W";;;;46,00;29,00;;;3,30;918,00;15,10;150,00;5,00;6,00;6,00;7,00;0,00;0,00;;;;;;;;;;;;;;3,00;;;;;;;3,00;;;;;;;;;;;;;;;;;;;;;;;;;697;
"0820   397";"Myurella julacea";"M";"Hypn";10,00;"N";"Mr";"P";"";;;;;;"R";"D";;;;9,00;;"E";11,00;"S";"(W)";"IR";;"NI";26,00;35,00;;4,00;0,70;1837,00;11,70;1205,00;5,00;6,00;2,00;7,00;0,00;0,00;3,00;"3";;;3,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,00;;;;;;;698;
"0820   398";"Myurella tenerrima";"M";"Hypn";10,00;"N";"Mr";"P";"";;;;;;"X";"D";;;;10,00;;;10,00;"S";;;;;16,00;3,00;;;-0,10;1992,00;11,50;1180,00;4,00;6,00;2,00;7,00;0,00;0,00;;"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,00;;;;;;;699;
"0820   399";"Myurium hochstetteri";"M";"Hypn";60,00;"N";"Mr";"P";"";;;;;"O";"X";"D";;;;;;;;"S";;"IR";;;80,00;43,00;;1,00;4,00;1693,00;12,80;110,00;6,00;6,00;2,00;3,00;0,00;2,00;3,00;;;3,00;;;;;;;;;;;;;;3,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;700;
"0810   855";"Nardia breidleri";"L";"Jung";5,00;"N";"Sc";"P";"Ms";;;;;;"F";"D";7,00;;8,00;10,00;;;14,00;"S";;;;;16,00;15,00;;;-0,50;2162,00;10,80;1340,00;7,00;8,00;1,00;2,00;0,00;0,00;;;;3,00;;;;;;;;;;;;;;;;;;;;;;;;"3";;;;;;;;;;;;;;;;;;701;
"0810   856";"Nardia compressa";"L";"Jung";120,00;"N";"At";"P";"Ms";;;;;;"O";"D";3,00;;7,00;10,00;;"E";13,00;"S";"W";"IR";;"NI";42,00;283,00;;43,00;2,50;1680,00;13,10;1150,00;10,00;7,00;1,00;2,00;0,00;0,00;3,00;"3";;3,00;3,00;3,00;3,00;;;;;;;;;;;;"2";"3";3,00;;;;;;;;;;;;;;;;;;;;;;;;;702;
"0810   857";"Nardia geoscyphus";"L";"Jung";10,00;"N";"Ms";"P";"";;;;;;"F";"M";5,00;;8,00;14,00;;"E";16,00;"S";"W";"IR";;;26,00;105,00;;12,00;1,90;1522,00;12,90;1070,00;7,00;6,00;2,00;3,00;0,00;0,00;;"2";;3,00;3,00;3,00;;;;;;;;;;;;;;;2,00;;;;;;3,00;;;;3,00;;;;;;;;3,00;3,00;;;;;3,00;703;
"0810  1762";"Nardia insecta";"L";"Jung";10,00;"N";"Ms";"P";"";;;;;;"F";"M";;;;18,00;;"E";22,00;;;;;;43,00;1,00;;;1,90;1107,00;13,70;300,00;7,00;5,00;1,00;3,00;0,00;0,00;;;;3,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,00;;;;;;704;
"0810   858";"Nardia scalaris";"L";"Jung";20,00;"N";"Ms";"P";"Tf";;;;;;"F";"D";2,00;;7,00;15,00;;"E";18,00;"S";"W";"IR";"CI";"NI";53,00;1231,00;5,00;163,00;3,10;1354,00;13,80;1340,00;6,00;6,00;1,00;3,00;3,00;0,00;3,00;;;3,00;3,00;3,00;;;;2,00;;;;1,00;;;;3,00;;;3,00;;"3";;;;;"3";;;3,00;;;;2,00;;"3";3,00;2,00;3,00;;;;;3,00;705;
