"originalna";"id";"speciesnam";"vaatplant";"is_gras";"is_boomstruik";"is_dwergstruik";"is_hogeplant";"is_meerjarigkruid";"is_schijngras";"is_jarig";"is_invasieveexoot";"is_mos";"is_lichen";"is_kranswier";"link_bbr";"link_bryoatt";"link_hill";"hoogte_max";"is_bossoort";"l_waarde";"genus_ori";"species_ori";"subspecies_ori";"genus";"species";"subspecies";"specieszonderauteur_ori";"specieszonderauteur";"L_getal";"R_getal";"F_getal";"N_getal";"S_getal";"taxontype_ID"
"Vicia sativa subsp. angustifolia (L.) Batt.";2752;"Vicia sativa L. subsp. nigra (L.) Ehrh.";1;0;0;0;0;0;0;1;0;0;0;0;1368;;;45;0;5;"Vicia ";"sativa";"subsp. angustifolia";"Vicia ";"sativa";"subsp. nigra";"Vicia sativa subsp. angustifolia";"Vicia sativa subsp. nigra";5;;;;0;22
"Alchemilla microcarpa";2753;"Aphanes inexspectata W. Lippert";1;0;0;0;0;0;0;1;0;0;0;0;75;;109;15;0;7;"Alchemilla";"microcarpa";;"Aphanes ";"inexspectata";;"Alchemilla microcarpa";"Aphanes inexspectata";7;5;4;4;0;9
"Polygonum amphibium fa terrestre";2754;"Persicaria amphibia (L.) S.F. Gray";1;0;0;0;0;1;0;0;0;0;0;0;967;;1158;50;0;7;"Polygonum ";"amphibium";;"Polygonum ";"amphibium";;"Polygonum amphibium";"Polygonum amphibium";7;6;7;6;0;9
"Viola tricolor subsp. arvensis (Murray) Gaudin";2755;"Viola arvensis Murray";1;0;0;0;0;0;0;1;0;0;0;0;1378;;1764;40;0;8;"Viola ";"tricolor";"subsp. arvensis";"Viola ";"arvensis";;"Viola tricolor subsp. arvensis";"Viola arvensis";8;6;4;6;0;9
"Agrostis canina var. arida Schlecht.";2756;"Agrostis vinealis Schreb.";1;1;0;0;0;0;0;0;0;0;0;0;1545;;23;60;0;7;"Agrostis ";"canina";"var. arida";"Agrostis ";"vinealis";;"Agrostis canina var. arida";"Agrostis vinealis";7;3;2;2;0;9
"Eurhynchium stokesii (Turner) Schimp.";2757;"Kindbergia praelonga (Hedw.) Ochyra";0;0;0;0;0;0;0;0;0;1;0;0;2729;391;;;0;5;"Eurhynchium ";"stokesii";;"Kindbergia ";"praelonga";;"Eurhynchium stokesii";"Kindbergia praelonga";5;5;6;5;2;9
"Myosotis versicolor (Pers.) Smith";2758;"Myosotis discolor Pers.";1;0;0;0;0;0;0;1;0;0;0;0;842;;1053;30;0;7;"Myosotis ";"versicolor";;"Myosotis ";"discolor";;"Myosotis versicolor";"Myosotis discolor";7;5;5;3;0;9
"Draba verna L.";2759;"Erophila verna (L.) Chevall.";1;0;0;0;0;0;0;1;0;0;0;0;483;;585;15;0;8;"Draba";"verna";;"Erophila ";"verna";;"Draba verna";"Erophila verna";8;6;3;3;0;9
"Festuca salina Natho et Stohr";2760;"Festuca rubra L. subsp. litoralis (G.F.W. Mey.) Auquier";1;1;0;0;0;0;0;0;0;0;0;0;;;;90;0;;"Festuca ";"salina";;"Festuca ";"rubra";"subsp. litoralis";"Festuca salina";"Festuca rubra subsp. litoralis";;;;;;22
"Misopates orontium (L.) Rafin.";2761;"Misopates orontium (L.) Rafin.";1;0;0;0;0;0;0;1;0;0;0;0;72;;1042;30;0;7;"Misopates";"orontium";;"Misopates";"orontium";;"Misopates orontium";"Misopates orontium";7;6;5;6;0;9
"Antirrhinum orontium L.";2762;"Misopates orontium (L.) Rafin.";1;0;0;0;0;0;0;1;0;0;0;0;72;;1042;30;0;7;"Antirrhinum";"orontium";;"Misopates";"orontium";;"Antirrhinum orontium";"Misopates orontium";7;6;5;6;0;9
"Heleocharis eu-palustris";2763;"Eleocharis palustris (L.) Roem. et Schult.";1;0;0;0;0;0;1;0;0;0;0;0;437;;522;60;0;8;"Heleocharis";"eu-palustris";;"Eleocharis ";"palustris";;"Heleocharis eu-palustris";"Eleocharis palustris";8;6;10;4;1;9
"Mnium undulatum Hedw.";2764;"Plagiomnium undulatum (Hedw.) T.J.Kop.";0;0;0;0;0;0;0;0;0;1;0;0;2879;791;;;1;4;"Mnium";"undulatum";;"Plagiomnium ";"undulatum";;"Mnium undulatum";"Plagiomnium undulatum";5;6;6;5;0;9
"Glyceria aquatica (L.) Wahlenb.";2765;"Glyceria maxima (Hartm.) Holmberg";1;1;0;0;1;0;0;0;0;0;0;0;585;;734;200;0;7;"Glyceria ";"aquatica";;"Glyceria ";"maxima";;"Glyceria aquatica";"Glyceria maxima";7;7;10;8;0;9
"Sphagnum cuspidatum plumosum";2766;"Sphagnum cuspidatum Ehrh. ex Hoffm.";0;0;0;0;0;0;0;0;0;1;0;0;3004;1029;;;0;8;"Sphagnum ";"cuspidatum";"plumosum";"Sphagnum ";"cuspidatum";;"Sphagnum cuspidatum plumosum";"Sphagnum cuspidatum";8;1;10;2;0;9
"Stellaria glauca With.";2767;"Stellaria palustris Retz.";1;0;0;0;0;1;0;0;0;0;0;0;1254;;1608;60;0;7;"Stellaria ";"glauca";;"Stellaria ";"palustris";;"Stellaria glauca";"Stellaria palustris";7;6;8;4;0;9
"Agrostis pusilla Dum.";2768;"Agrostis vinealis Schreb.";1;1;0;0;0;0;0;0;0;0;0;0;1545;;23;60;0;7;"Agrostis ";"pusilla";;"Agrostis ";"vinealis";;"Agrostis pusilla";"Agrostis vinealis";7;3;2;2;0;9
"Lamium hybridum Vill.";2769;"Lamium hybridum Vill.";1;0;0;0;0;0;0;1;0;0;0;0;703;;871;30;0;7;"Lamium";"hybridum";;"Lamium";"hybridum";;"Lamium hybridum";"Lamium hybridum";7;7;5;6;0;9
"Avena sativa L.";2770;"Avena sativa L.";1;1;0;0;1;1;0;1;0;0;0;0;1800;;144;120;0;7;"Avena";"sativa";;"Avena";"sativa";;"Avena sativa";"Avena sativa";7;7;5;7;0;9
"Hordeum distichon L.";2771;"Hordeum distichon L.";1;1;0;0;1;0;0;1;0;0;0;0;1810;;775;130;0;8;"Hordeum";"distichon";;"Hordeum";"distichon";;"Hordeum distichon";"Hordeum distichon";8;7;4;7;0;9
"Solanum tuberosum L.";2772;"Solanum tuberosum L.";1;0;0;0;0;1;0;0;0;0;0;0;2268;;1549;100;0;7;"Solanum";"tuberosum";;"Solanum";"tuberosum";;"Solanum tuberosum";"Solanum tuberosum";7;6;4;7;0;9
"Polygonum lapathifolium subsp. nodosum (Pers.) Schübl. et Martens";2773;"Polygonum lapathifolium L. subsp. lapathifolium";1;0;0;0;0;0;0;1;0;0;0;0;1505;;1161;120;0;7;"Polygonum ";"lapathifolium";"subsp. nodosum";"Polygonum ";"lapathifolium";"subsp. lapathifolium";"Polygonum lapathifolium subsp. nodosum";"Polygonum lapathifolium subsp. lapathifolium";7;7;6;7;0;22
"Heleocharis multicaulia";2774;"Eleocharis multicaulis (Smith) Desv.";1;0;0;0;0;0;1;0;0;0;0;0;436;;521;50;0;8;"Heleocharis";"multicaulia";;"Eleocharis ";"multicaulis";;"Heleocharis multicaulia";"Eleocharis multicaulis";8;4;10;1;0;9
"Hypericum helodes";2775;"Hypericum elodes L.";1;0;0;0;0;1;0;0;0;0;0;0;644;;795;50;0;8;"Hypericum ";"helodes";;"Hypericum ";"elodes";;"Hypericum helodes";"Hypericum elodes";8;3;10;2;0;9
"Spergula vernalis auct.";2776;"Spergula morisonii Boreau";1;0;0;0;0;0;0;1;0;0;0;0;1235;;;30;0;9;"Spergula ";"vernalis";;"Spergula ";"morisonii";;"Spergula vernalis";"Spergula morisonii";9;;3;2;0;9
"Taraxacum palustre (Lyons) Symons";2777;"Taraxacum Wiggers sect. Palustria (Lindb. f.) Dahlst.";1;0;0;0;0;1;0;0;0;0;0;0;1265;;;20;0;8;"Taraxacum";"palustre";;"Taraxacum";"sect. Palustria";;"Taraxacum palustre";"Taraxacum sect. Palustria";8;8;8;2;0;2
"Taraxacum palustre s.l.";2778;"Taraxacum Wiggers sect. Palustria (Lindb. f.) Dahlst.";1;0;0;0;0;1;0;0;0;0;0;0;1265;;;20;0;8;"Taraxacum";"palustre";"s.l.";"Taraxacum";"sect. Palustria";;"Taraxacum palustre s.l.";"Taraxacum sect. Palustria";8;8;8;2;0;2
"Scirpus lacustris subsp. glaucus Hartm. f.";2779;"Schoenoplectus tabernaemontani (C.C. Gmel.) Palla";1;0;0;0;1;0;1;0;0;0;0;0;1161;;1475;275;0;9;"Scirpus ";"lacustris";"subsp. glaucus";"Schoenoplectus";"tabernaemontani";;"Scirpus lacustris subsp. glaucus";"Schoenoplectus tabernaemontani";9;8;10;7;3;9
"Phascum acaulon";2780;"Phascum cuspidatum Hedw.";0;0;0;0;0;0;0;0;0;1;0;0;2861;1118;;;0;8;"Phascum ";"acaulon";;"Phascum ";"cuspidatum";;"Phascum acaulon";"Phascum cuspidatum";8;7;5;6;0;9
"Viola eu-tricolor";2781;"Viola tricolor L.";1;0;0;0;0;0;0;1;0;0;0;0;1390;;1776;40;0;8;"Viola ";"eu-tricolor";;"Viola ";"tricolor";;"Viola eu-tricolor";"Viola tricolor";8;6;4;4;0;9
"Thrincia hirta Roth";2782;"Leontodon saxatilis Lam.";1;0;0;0;0;1;0;0;0;0;0;0;727;;898;25;0;8;"Thrincia";"hirta";;"Leontodon ";"saxatilis";;"Thrincia hirta";"Leontodon saxatilis";8;6;5;3;0;9
"Sparganium simplex Huds.";2783;"Sparganium emersum Rehm.";1;0;0;0;0;1;0;0;0;0;0;0;1231;;1580;60;0;7;"Sparganium ";"simplex";;"Sparganium ";"emersum";;"Sparganium simplex";"Sparganium emersum";7;7;10;6;0;9
"Silene noctiflora L.";2784;"Silene noctiflora L.";1;0;0;0;0;1;0;0;0;0;0;0;806;;1530;45;0;7;"Silene";"noctiflora";;"Silene";"noctiflora";;"Silene noctiflora";"Silene noctiflora";7;7;4;6;0;9
"Linaria minor";2785;"Chaenorrhinum minus (L.) Lange";1;0;0;0;0;0;0;1;0;0;0;0;743;;;25;0;8;"Linaria";"minor";;"Chaenorrhinum ";"minus";;"Linaria minor";"Chaenorrhinum minus";8;8;4;5;0;9
"Eurhynchium swartzii (Turner) Curn.";2786;"Oxyrrhynchium hians (Hedw.) Loeske";0;0;0;0;0;0;0;0;0;1;0;0;2728;389;;;0;5;"Eurhynchium ";"swartzii";;"Oxyrrhynchium ";"hians";;"Eurhynchium swartzii";"Oxyrrhynchium hians";6;6;5;6;0;9
"Cladonia chlorophaea";2787;"Cladonia chlorophaea (Flörke ex Sommerf.) Spreng.";0;0;0;0;0;0;0;0;0;0;1;0;;;;;0;;"Cladonia ";"chlorophaea";;"Cladonia ";"chlorophaea";;"Cladonia chlorophaea";"Cladonia chlorophaea";;;;;;9
"Melandrium noctiflorum (L.) Fries";2788;"Silene noctiflora L.";1;0;0;0;0;1;0;0;0;0;0;0;806;;1530;45;0;7;"Melandrium";"noctiflorum";;"Silene";"noctiflora";;"Melandrium noctiflorum";"Silene noctiflora";7;7;4;6;0;9
"Spergularia marginata";2789;"Spergularia media (L.) C. Presl subsp. angustata (Clavaud) Kerguélen et Lambinon";1;0;0;0;0;1;0;0;0;0;0;0;1236;;1589;50;0;8;"Spergularia ";"marginata";;"Spergularia ";"marina";"subsp. angustata";"Spergularia marginata";"Spergularia media subsp. angustata";8;8;8;5;5;22
"Agropyron repens";2790;"Elymus repens (L.) Gould";1;1;0;0;1;0;0;0;0;0;0;0;446;;532;120;0;7;"Agropyron ";"repens";;"Elymus ";"repens";;"Agropyron repens";"Elymus repens";7;7;5;7;2;9
"Agrostemma githago L.";2791;"Agrostemma githago L.";1;0;0;0;1;0;0;1;0;0;0;0;15;;;100;0;7;"Agrostemma";"githago";;"Agrostemma";"githago";;"Agrostemma githago";"Agrostemma githago";7;;;;;9
"Festuca capillata Lam. nom. illegit.";2792;"Festuca filiformis Pourr.";1;1;0;0;0;0;0;0;0;0;0;0;1474;;638;40;0;8;"Festuca ";"capillata";;"Festuca ";"filiformis";;"Festuca capillata";"Festuca filiformis";8;3;4;2;0;9
"Bidens tripartitus";2793;"Bidens tripartita L.";1;0;0;0;0;0;0;1;0;0;0;0;144;;178;90;0;8;"Bidens ";"tripartitus";;"Bidens ";"tripartita";;"Bidens tripartitus";"Bidens tripartita";8;7;8;7;0;9
"Potamogeton oblongus Viv.";2794;"Potamogeton polygonifolius Pourr.";1;0;0;0;0;1;0;0;0;0;0;0;1000;;1272;60;0;8;"Potamogeton ";"oblongus";;"Potamogeton ";"polygonifolius";;"Potamogeton oblongus";"Potamogeton polygonifolius";8;4;10;2;0;9
"Ficaria ranunculoides Roth";2795;"Ranunculus ficaria L.";1;0;0;0;0;1;0;0;0;0;0;0;2402;;1333;30;0;6;"Ficaria ";"ranunculoides";;"Ranunculus ";"ficaria";;"Ficaria ranunculoides";"Ranunculus ficaria";6;6;6;6;0;9
"Hieracium auricula auct. non L.";2796;"Hieracium lactucella Wallr.";1;0;0;0;0;1;0;0;0;0;0;0;612;;1796;20;0;8;"Hieracium ";"auricula";;"Hieracium ";"lactucella";;"Hieracium auricula";"Hieracium lactucella";8;4;6;2;0;9
"Valeriana procurrens Wallr.";2797;"Valeriana repens Host";1;0;0;0;1;1;0;0;0;0;0;0;1333;;1714;120;0;6;"Valeriana ";"procurrens";;"Valeriana ";"repens";;"Valeriana procurrens";"Valeriana repens";6;6;8;5;0;9
"Lemna polyrhiza L.";2798;"Spirodela polyrhiza (L.) Schleid.";1;0;0;0;0;1;0;0;0;0;0;0;1241;;1594;1;0;7;"Lemna";"polyrhiza";;"Spirodela ";"polyrhiza";;"Lemna polyrhiza";"Spirodela polyrhiza";7;7;11;7;1;9
"Kickxia elatine (L.) Dum.";2799;"Kickxia elatine (L.) Dum.";1;0;0;0;0;0;0;1;0;0;0;0;742;;855;45;0;7;"Kickxia";"elatine";;"Kickxia";"elatine";;"Kickxia elatine";"Kickxia elatine";7;6;4;5;0;9
"Orchis praetermissa Druce";2800;"Dactylorhiza praetermissa (Druce) Soó";1;0;0;0;0;1;0;0;0;0;0;0;890;;470;60;0;8;"Orchis";"praetermissa";;"Dactylorhiza ";"praetermissa";;"Orchis praetermissa";"Dactylorhiza praetermissa";8;7;8;3;0;9
"Alectorolophus major Reichenb.";2801;"Rhinanthus angustifolius C.C. Gmel.";1;0;0;0;0;0;0;1;0;0;0;0;1066;;1356;80;0;7;"Alectorolophus";"major";;"Rhinanthus ";"angustifolius";;"Alectorolophus major";"Rhinanthus angustifolius";7;7;6;2;0;9
"Linaria elatine (L.) Mill.";2802;"Kickxia elatine (L.) Dum.";1;0;0;0;0;0;0;1;0;0;0;0;742;;855;45;0;7;"Linaria";"elatine";;"Kickxia";"elatine";;"Linaria elatine";"Kickxia elatine";7;6;4;5;0;9
"Sparganium ramosum Huds. nom. illeg";2803;"Sparganium erectum L.";1;0;0;0;0;1;0;0;0;0;0;0;1229;;1581;100;0;7;"Sparganium ";"ramosum";;"Sparganium ";"erectum";;"Sparganium ramosum";"Sparganium erectum";7;7;10;7;0;9
"Triticum vulgare Vill.";2804;"Triticum aestivum L.";1;1;0;0;0;0;0;1;0;0;0;0;1839;;1685;;0;8;"Triticum ";"vulgare";;"Triticum ";"aestivum";;"Triticum vulgare";"Triticum aestivum";8;7;5;7;0;9
"Dryopteris austriaca Woynar ex Schinz et Thell. non Jacq.";2805;"Dryopteris dilatata (Hoffmann) A. Gray";1;0;0;0;0;1;0;0;0;0;0;0;419;;510;120;1;5;"Dryopteris ";"austriaca";;"Dryopteris ";"dilatata";;"Dryopteris austriaca";"Dryopteris dilatata";5;4;6;5;0;9
"Orchis latifolia Haller ex L. non L.";2806;"Dactylorhiza fistulosa (Moench) H. Baumann et Künkele";1;0;0;0;0;1;0;0;0;0;0;0;886;;469;60;0;7;"Orchis";"latifolia";;"Dactylorhiza ";"fistulosa";;"Dactylorhiza latifolia";"Dactylorhiza fistulosa";7;5;7;3;0;9
"Sherardia arvensis L.";2807;"Sherardia arvensis L.";1;0;0;0;0;0;0;1;0;0;0;0;1198;;1521;25;0;7;"Sherardia";"arvensis";;"Sherardia";"arvensis";;"Sherardia arvensis";"Sherardia arvensis";7;6;4;4;0;9
"Cladonia humilis (With.) J.R. Laundon";2808;"Cladonia humilis (With.) J.R. Laundon";0;0;0;0;0;0;0;0;0;0;1;0;;;;;0;;"Cladonia";"humilis";;"Cladonia";"humilis";;"Cladonia humilis";"Cladonia humilis";;;;;;9
"Cladonia conistea auct., non (Delise) Asahina";2809;"Cladonia humilis (With.) J.R. Laundon";0;0;0;0;0;0;0;0;0;0;1;0;;;;;0;;"Cladonia";"conistea";;"Cladonia";"humilis";;"Cladonia conistea";"Cladonia humilis";;;;;;9
"Dryopteris spinulosa (O.F. Müll.) O. Kuntze";2810;"Dryopteris carthusiana (Vill.) H.P. Fuchs";1;0;0;0;0;1;0;0;0;0;0;0;426;;508;80;1;6;"Dryopteris ";"spinulosa";;"Dryopteris ";"carthusiana";;"Dryopteris spinulosa";"Dryopteris carthusiana";6;5;8;4;0;9
"Potamogeton panormitanus Biv.";2811;"Potamogeton pusillus L.";1;0;0;0;0;1;0;0;0;0;0;0;1002;;1274;100;0;7;"Potamogeton ";"panormitanus";;"Potamogeton ";"pusillus";;"Potamogeton panormitanus";"Potamogeton pusillus";7;7;12;6;1;9
"Agrostis stolonifera L. var. arenaria";2812;"Agrostis stolonifera L.";1;1;0;0;0;0;0;0;0;0;0;0;18;;22;40;0;7;"Agrostis ";"stolonifera";"var. arenaria";"Agrostis ";"stolonifera";;"Agrostis stolonifera var. arenaria";"Agrostis stolonifera";7;7;6;6;1;9
"Agrostis stolonifera var. arenaria";2813;"Agrostis stolonifera L.";1;1;0;0;0;0;0;0;0;0;0;0;18;;22;40;0;7;"Agrostis ";"stolonifera";"var. arenaria";"Agrostis ";"stolonifera";;"Agrostis stolonifera var. arenaria";"Agrostis stolonifera";7;7;6;6;1;9
"Hippophae rhamnoides L. subsp. rhamnoides";2814;"Hippophae rhamnoides L. subsp. rhamnoides";1;0;1;0;0;0;0;0;0;0;0;0;629;;767;450;0;8;"Hippophae ";"rhamnoides";"subsp. rhamnoides";"Hippophae ";"rhamnoides";"subsp. rhamnoides";"Hippophae rhamnoides subsp. rhamnoides";"Hippophae rhamnoides subsp. rhamnoides";8;7;5;5;3;22
"Hippophae rhamnoides subsp. rhamnoides";2815;"Hippophae rhamnoides L. subsp. rhamnoides";1;0;1;0;0;0;0;0;0;0;0;0;629;;767;450;0;8;"Hippophae ";"rhamnoides";"subsp. rhamnoides";"Hippophae ";"rhamnoides";"subsp. rhamnoides";"Hippophae rhamnoides subsp. rhamnoides";"Hippophae rhamnoides subsp. rhamnoides";8;7;5;5;3;22
"Hylocomnium splendens";2816;"Hylocomium splendens (Hedw.) Schimp.";0;0;0;0;0;0;0;0;0;1;0;0;2783;535;;;0;5;"Hylocomnium";"splendens";;"Hylocomium";"splendens";;"Hylocomnium splendens";"Hylocomium splendens";6;4;5;2;0;9
"Hypericum maculatum Crantz subsp. obtusiusculum (Tourlet) Hayek";2817;"Hypericum dubium Leers";1;0;0;0;0;1;0;0;0;0;0;0;647;;1803;80;0;8;"Hypericum ";"maculatum";"subsp. obtusiusculum";"Hypericum ";"dubium";;"Hypericum maculatum subsp. obtusiusculum";"Hypericum dubium";8;3;6;2;0;9
"Hypericum maculatum subsp. obtusiusculum (Tourlet) Hayek";2818;"Hypericum dubium Leers";1;0;0;0;0;1;0;0;0;0;0;0;647;;1803;80;0;8;"Hypericum ";"maculatum";"subsp. obtusiusculum";"Hypericum ";"dubium";;"Hypericum maculatum subsp. obtusiusculum";"Hypericum dubium";8;3;6;2;0;9
"Juncus bufonius L. subsp. bufonius";2819;"Juncus bufonius L.";1;0;0;0;0;0;1;1;0;0;0;0;675;;836;35;0;7;"Juncus ";"bufonius";"subsp. bufonius";"Juncus ";"bufonius";;"Juncus bufonius subsp. bufonius";"Juncus bufonius";7;6;7;5;1;9
"Juncus bufonius subsp. bufonius";2820;"Juncus bufonius L.";1;0;0;0;0;0;1;1;0;0;0;0;675;;836;35;0;7;"Juncus ";"bufonius";"subsp. bufonius";"Juncus ";"bufonius";;"Juncus bufonius subsp. bufonius";"Juncus bufonius";7;6;7;5;1;9
"Hypnum purum Hedw.";2821;"Pseudoscleropodium purum (Hedw.) M.Fleisch.";0;0;0;0;0;0;0;0;0;1;0;0;2942;994;;;0;5;"Hypnum";"purum";;"Pseudoscleropodium ";"purum";;"Hypnum purum";"Pseudoscleropodium purum";7;6;5;3;0;9
"Hypnum purum";2822;"Pseudoscleropodium purum (Hedw.) M.Fleisch.";0;0;0;0;0;0;0;0;0;1;0;0;2942;994;;;0;5;"Hypnum";"purum";;"Pseudoscleropodium ";"purum";;"Hypnum purum";"Pseudoscleropodium purum";7;6;5;3;0;9
"Lycopsis arvensis L.";2823;"Anchusa arvensis (L.) Bieb.";1;0;0;0;0;0;0;1;0;0;0;0;779;;90;60;0;7;"Lycopsis";"arvensis";;"Anchusa ";"arvensis";;"Lycopsis arvensis";"Anchusa arvensis";7;6;4;5;0;9
"Agropyrum repens";2824;"Elymus repens (L.) Gould";1;1;0;0;1;0;0;0;0;0;0;0;446;;532;120;0;7;"Agropyrum";"repens";;"Elymus ";"repens";;"Agropyrum repens";"Elymus repens";7;7;5;7;2;9
"Avena pubescens Huds.";2825;"Avenula pubescens (Huds.) Dum.";1;1;0;0;0;0;0;0;0;0;0;0;604;;755;90;0;7;"Avena";"pubescens";;"Avenula ";"pubescens";;"Avena pubescens";"Avenula pubescens";7;7;4;3;0;9
"Beta vulgaris L.";2826;"Beta vulgaris L.";1;0;0;0;0;1;0;0;0;0;0;0;2335;;;80;0;9;"Beta ";"vulgaris";;"Beta ";"vulgaris";;"Beta vulgaris";"Beta vulgaris";9;7;5;9;5;9
"Calliergon cuspidatum (Hedw.) Kindb.";2827;"Calliergonella cuspidata (Hedw.) Loeske";0;0;0;0;0;0;0;0;0;1;0;0;2620;182;;;0;8;"Calliergon";"cuspidata";;"Calliergonella ";"cuspidata";;"Calliergon cuspidata";"Calliergonella cuspidata";7;7;7;4;0;9
"Calliergon cuspidatum";2828;"Calliergonella cuspidata (Hedw.) Loeske";0;0;0;0;0;0;0;0;0;1;0;0;2620;182;;;0;8;"Calliergon";"cuspidata";;"Calliergonella ";"cuspidata";;"Calliergon cuspidata";"Calliergonella cuspidata";7;7;7;4;0;9
"Crataegus oxyacantha";2829;"Crataegus monogyna Jacq.";1;0;1;0;0;0;0;0;0;0;0;0;369;;438;450;0;6;"Crataegus ";"oxyacantha";;"Crataegus ";"monogyna";;"Crataegus oxyacantha";"Crataegus monogyna";6;7;5;6;0;9
"Galeopsis segetum Neck.";2830;"Galeopsis segetum Neck.";1;0;0;0;0;0;0;1;0;0;0;0;541;;679;30;0;7;"Galeopsis";"segetum";;"Galeopsis";"segetum";;"Galeopsis segetum";"Galeopsis segetum";7;3;4;3;0;9
"Genista tinctoria L.";2831;"Genista tinctoria L.";1;0;0;1;0;0;0;0;0;0;0;0;561;;703;60;0;8;"Genista";"tinctoria";;"Genista";"tinctoria";;"Genista tinctoria";"Genista tinctoria";8;7;6;2;0;9
"Hieracium praealtum Vill. ex Gochnat";2832;"Pilosella piloselloides (Vill.) Soják";1;0;0;0;0;1;0;0;0;0;0;0;622;;;80;0;;"Hieracium ";"praealtum";;"Pilosella";"piloselloides";;"Hieracium praealtum";"Pilosella piloselloides";;;;;;9
"Hypnum cupressiforme var. ericetorum";2833;"Hypnum jutlandicum Holmen & E.Warncke";0;0;0;0;0;0;0;0;0;1;0;0;2792;549;;;0;7;"Hypnum ";"cupressiforme";"var. ericetorum";"Hypnum ";"jutlandicum";;"Hypnum cupressiforme var. ericetorum";"Hypnum jutlandicum";6;2;5;2;0;9
"Silaus pratensis Besser";2834;"Silaum silaus (L.) Schinz et Thell.";1;0;0;0;0;1;0;0;0;0;0;0;1200;;1524;90;0;8;"Silaus";"pratensis";;"Silaum ";"silaus";;"Silaus pratensis";"Silaum silaus";8;7;5;4;0;9
"Sphagnum acutifolium";2835;"Sphagnum capillifolium (Ehrh.) Hedw.";0;0;0;0;0;0;0;0;0;1;0;0;3172;1024;;;0;7;"Sphagnum ";"acutifolium";;"Sphagnum ";"capillifolium";;"Sphagnum acutifolium";"Sphagnum capillifolium";7;2;7;1;0;9
"Taraxacum erythrospermum Andrz. ex Besser";2836;"Taraxacum Wiggers sect. Erythrosperma (Lindb. f.) Dahlst.";1;0;0;0;0;1;0;0;0;0;0;0;1261;;;25;0;8;"Taraxacum ";"erythrospermum";;"Taraxacum ";"sect. Erythrosperma";;"Taraxacum erythrospermum";"Taraxacum sect. Erythrosperma";8;7;3;2;0;2
"Taraxacum laevigatum (Willdenow) DC.";2837;"Taraxacum Wiggers sect. Erythrosperma (Lindb. f.) Dahlst.";1;0;0;0;0;1;0;0;0;0;0;0;1261;;;25;0;8;"Taraxacum ";"laevigatum";;"Taraxacum ";"sect. Erythrosperma";;"Taraxacum laevigatum";"Taraxacum sect. Erythrosperma";8;7;3;2;0;2
"Taraxacum erythrospermum";2838;"Taraxacum Wiggers sect. Erythrosperma (Lindb. f.) Dahlst.";1;0;0;0;0;1;0;0;0;0;0;0;1261;;;25;0;8;"Taraxacum ";"erythrospermum";;"Taraxacum ";"sect. Erythrosperma";;"Taraxacum erythrospermum";"Taraxacum sect. Erythrosperma";8;7;3;2;0;2
"Taraxacum palustre";2839;"Taraxacum Wiggers sect. Palustria (Lindb. f.) Dahlst.";1;0;0;0;0;1;0;0;0;0;0;0;1265;;;20;0;8;"Taraxacum";"palustre";;"Taraxacum";"sect. Palustria";;"Taraxacum palustre";"Taraxacum sect. Palustria";8;8;8;2;0;2
"Taraxacum sectio Vulg";2840;"Taraxacum vulgare groep";1;0;0;0;0;1;0;0;0;0;0;0;2430;;;40;0;7;"Taraxacum ";"vulgare";"groep";"Taraxacum ";"vulgare";"groep";"Taraxacum vulgare groep";"Taraxacum vulgare groep";7;;5;7;1;5
"Valerianella dentata (L.) Pollich";2841;"Valerianella dentata (L.) Pollich";1;0;0;0;0;0;0;1;0;0;0;0;1335;;1717;15;0;8;"Valerianella";"dentata";;"Valerianella";"dentata";;"Valerianella dentata";"Valerianella dentata";8;7;4;4;0;9
"Cephalozia lunifolia";2842;"Cephalozia lunulifolia (Dumort.) Dumort.";0;0;0;0;0;0;0;0;0;1;0;0;3331;224;;;0;5;"Cephalozia ";"lunulifolia";;"Cephalozia ";"lunulifolia";;"Cephalozia lunulifolia";"Cephalozia lunulifolia";5;2;8;2;0;9
"Cladonia pocillum (Ach.) O. J. Rich.";2843;"Cladonia pocillum (Ach.) O.J. Rich.";0;0;0;0;0;0;0;0;0;0;1;0;;;;;0;;"Cladonia ";"pocillum";;"Cladonia ";"pocillum";;"Cladonia pocillum";"Cladonia pocillum";;;;;;9
"Cladonia squamosa f. turfacea";2844;"Cladonia squamosa (Scop.) Hoffm.";0;0;0;0;0;0;0;0;0;0;1;0;;;;;0;;"Cladonia ";"squamosa";"f. turfacea";"Cladonia ";"squamosa";;"Cladonia squamosa f. turfacea";"Cladonia squamosa";;;;;;9
"Cladonia strepsilis (Ach.) Grognot";2845;"Cladonia strepsilis (Ach.) Grognot";0;0;0;0;0;0;0;0;0;0;1;0;;;;;0;;"Cladonia";"strepsilis";;"Cladonia";"strepsilis";;"Cladonia strepsilis";"Cladonia strepsilis";;;;;;9
"Cladonia strepsilis f. pachyphyllina";2846;"Cladonia strepsilis (Ach.) Grognot";0;0;0;0;0;0;0;0;0;0;1;0;;;;;0;;"Cladonia";"strepsilis";"f. pachyphyllina";"Cladonia";"strepsilis";;"Cladonia strepsilis f. pachyphyllina";"Cladonia strepsilis";;;;;;9
